rule_id,rule_family,base_rule_id,flip_policy,age_bucket,event_count,open_loss_adr,realized_loss_adr,flip_loss_adr,recovery_rate,average_time_to_recovery_hours,worst_pair,worst_pair_loss_adr,worst_currency,worst_currency_loss_adr,content_hash
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,adverse_only_pair_net_grid,,current_forced_flip_close,9_13_weeks,50,-24.810429,-958.36341,-958.36341,0.9,1686.016667,AUDCAD,-608.323278,AUD,-753.293938,4667123F44B270EFE457F879C42B17CF1FA4F152F6648C37E062E923578B6438
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,same_week,17653,-20.837184,-3070.308829,-3070.308829,0.958502,25.441667,EURAUD,-387.346613,AUD,-1112.330668,E5C24761B2A18F8C56DE143BFC2DD3F2B1E72739572E3020B7137B4469DE0EAF
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,1_2_weeks,1222,-137.305544,-1749.431327,-1749.431327,0.917349,214.666667,USDCAD,-182.30078,USD,-769.448725,92A7D9C1C42B1659245F38433E6E49E880FEEE33C09CEB2A826B88D968A19A4B
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,3_4_weeks,457,-5.404647,-1888.539932,-1888.539932,0.875274,438.208334,NZDUSD,-225.63503,GBP,-742.22976,4438BA81B3C19399C34A9CE0BCDFDD0BC7523EE7FCCDA271707628E7B9E1EC3F
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,5_8_weeks,193,-177.670398,-1985.533686,-1985.533686,0.84456,864.416667,USDCAD,-403.373156,USD,-1301.481333,6B3FF58416951DDE309E8E7A664D61D3B8F093CDE6C2636DB31F0A72F1EF194A
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,13_plus_weeks,44,-5336.344379,-4939.113262,-4939.113262,0.704545,3173.966667,AUDNZD,-3354.169251,AUD,-5966.943436,6346742982B0DA8A124F144248EE0348BF3CA0D99AF13FD97DD46F15F4EFC1A4
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,9_13_weeks,64,-40.686086,-1035.888222,-1035.888222,0.875,1759.758334,AUDCAD,-615.97793,AUD,-774.573811,C76A5BC54B0D5CA49976998C1938969DE1B3B948A3268B5AFA6A6FE15853FC4F
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,same_week,15571,-94.388069,-979.235144,-979.235144,0.99211,15.4,NZDJPY,-102.461186,NZD,-362.047157,3D0D834BE4D4FF60BF78353B28CC1E78E9BE26F2849CD586F28D964F5004CFB9
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,1_2_weeks,558,-3.606858,-697.008228,-697.008228,0.953405,205.241667,GBPCAD,-146.241817,GBP,-357.858552,853F4A9CF911CA43E99EB17DF6AFF1F215DD6EBAF415F27320C9D66DF6FA2F22
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,3_4_weeks,193,-54.10093,-563.930505,-563.930505,0.88601,413.35,AUDNZD,-89.58766,NZD,-295.437582,6D3377D467D51B022D024CFB9D6F9FC66C45E13A1376DD857F9373B93255670D
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,5_8_weeks,85,-82.507479,-893.849738,-893.849738,0.882353,881.216667,AUDCAD,-357.793296,CAD,-670.824668,DA8BAF015CBF9BABD151638B98CF49B9EFF3460A1B47EEB2E03A89C0C028D619
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,13_plus_weeks,18,-146.633187,-547.202943,-547.202943,0.833333,3743.8,AUDNZD,-412.419708,AUD,-693.83613,C8ABE8BFBDFB1C31D16FFC27A042D4A7986EA7F62905EA3A90567A469A92BE0D
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,9_13_weeks,31,0,-108.352968,-108.352968,0.967742,1736.466667,AUDUSD,-108.352968,AUD,-108.352968,769D9691446359671AC2C15715C6A63718863CA74C03DA87110DDDF2C6FECEEB
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,same_week,20803,-75.617638,-1468.688205,-1468.688205,0.988404,15.416667,GBPUSD,-154.85901,USD,-529.594575,64C6C54B323FEC23668E98F2482391EB0DD3671516EF9BEC15BF6BE8573DBB96
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,5_8_weeks,115,-82.507479,-1198.768118,-1198.768118,0.869565,885.15,AUDCAD,-403.456879,CAD,-716.488251,F2D25B68BF7B08820DA58636249D95C4A670A6CF32C9D7A26F480C63F4F72B08
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,1_2_weeks,745,-22.507867,-1122.781762,-1122.781762,0.938255,204.583333,GBPCAD,-146.241817,CAD,-404.25811,A1355EA1B58E9958860FC65421E13ACD84E0B37549818C4F86A45C3FC0B0F90F
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,3_4_weeks,262,-54.10093,-686.478399,-686.478399,0.908397,416.05,GBPJPY,-118.633712,NZD,-296.165356,44ED4CECA1412D4864A7256A227A792483F3DFF984CFA2911C052D6183306B98
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,13_plus_weeks,22,-2073.550175,-547.202943,-547.202943,0.863636,3743.8,AUDNZD,-2339.336696,AUD,-2620.753118,B32DF3D0A146BA741134128DC6902A486E7DFA53BB0CFB2F3E4624F881A32D47
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,9_13_weeks,35,0,-108.352968,-108.352968,0.971429,1697.783333,AUDUSD,-108.352968,AUD,-108.352968,032E3A694652BE67CD56AE505383866723D1D0723383D642EDE238ECB2089AF4
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,same_week,18347,-85.284191,-1684.276876,-1684.276876,0.98273,20.516667,GBPUSD,-159.56905,USD,-628.175277,E36214F414DE0EF6BEF4EC18F4849CB663816CC070498F58F91B9272FC99F688
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,5_8_weeks,138,-84.176156,-1197.225007,-1197.225007,0.876812,881.066667,USDCAD,-276.63971,USD,-1023.389572,D5642A1322F27CF2E69A77E18101BC869603D324363EE9711C411150D935F946
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,1_2_weeks,894,-23.759667,-1083.381682,-1083.381682,0.939597,204.6,USDCAD,-134.109429,USD,-391.978539,06C524CFD0892AEB02B0FE5CEC48ED1A948EED7E7D66EABE5F7BE586E023D27C
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,3_4_weeks,345,-49.400878,-1061.382432,-1061.382432,0.901449,419.816667,GBPJPY,-230.441919,GBP,-512.951855,D9F1DD9FEABBFA0EAA564A4E3B40C45865D54C10254C8F7313EEE952815822B9
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,9_13_weeks,43,-35.619723,-729.862652,-729.862652,0.906977,1748.366667,AUDCAD,-621.509684,AUD,-765.482375,41D565FF90960D07D1564C0AB7842F48B03AA23FD0E41D3C811C67F462C92C12
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,13_plus_weeks,21,-2073.0693,-541.15384,-541.15384,0.857143,3776.325,AUDNZD,-2332.806718,AUD,-2614.22314,6F791A57B5B6FB328E317044218F29BD65E46953B945E48216695B0B11374ED1
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,same_week,16084,-84.566249,-1943.790473,-1943.790473,0.975487,24.266667,GBPUSD,-166.019026,USD,-659.282054,41295744883AC3956F94612A28E47B35B7DCE5231D516AF869EF1F87A59F6CE6
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,1_2_weeks,1048,-24.019263,-1149.628505,-1149.628505,0.938931,205.116667,NZDUSD,-156.410904,USD,-492.866936,4FE99DEB379C4E452F06D51BB1495FA9EE4EFF4E7A68E33D871A1D7FBD7A7C33
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,5_8_weeks,155,-81.529317,-1473.515242,-1473.515242,0.864516,875.525,USDCAD,-268.221586,USD,-1047.081656,3E6871855B4AB9F87E30DE1E230339F617DCA521B4B11BA4421132C91D2F27F3
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,3_4_weeks,374,-49.295001,-1051.074017,-1051.074017,0.903743,431.441667,GBPJPY,-122.019772,CAD,-437.835454,FFD75E6EF0A1A817F70B3061D1D1B22610151142DC3CF962BD2ADA95099D23F8
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,9_13_weeks,47,-24.810429,-745.635203,-745.635203,0.914894,1691.95,AUDCAD,-628.671368,AUD,-761.834765,941949F4685914B26B2041038C9DA7F68B68FCE08673C5BC209960DC0E68B7F8
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,13_plus_weeks,28,-4204.952653,-882.330391,-882.330391,0.785714,3463.083333,AUDNZD,-3379.115039,AUD,-4746.106493,7E24808180F1ABB3C81A43F1F0A35FB411892BFF0DEA80F3957A0FD8E173DCAD
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,same_week,18246,-85.284191,-898.596988,0,0.994098,20.725,GBPUSD,-157.099172,USD,-415.356775,3EC4EA8123DFE681B23CC9AC0A97A5FC057EA0094B55A9248669626D72EBE9FD
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,1_2_weeks,967,-23.759667,-1375.968406,0,0.926577,204.408334,NZDUSD,-171.393085,USD,-513.358793,7013874F7D6C8DB0D64DCEE220B62AA87CF3FEC4B3C3C0DA3AB9308EBE7A0540
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,5_8_weeks,142,-84.176156,-1271.639439,0,0.887324,874.133333,USDCAD,-277.680336,USD,-1025.543239,B48CF21D0FCEF5E1ABFF338D9F7E8E653F7D40A0DBDE1072A33C24ECDE41ED51
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,3_4_weeks,365,-49.400878,-1392.98497,0,0.882192,420.333334,GBPJPY,-245.672159,GBP,-666.070507,1DA64BA8633A4D26E5AF151EE76FC4B3153C4581E91F1ECF274D3219E6EFC01E
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,9_13_weeks,46,-35.619723,-753.312093,0,0.891304,1740.166667,AUDCAD,-631.409219,AUD,-773.920653,D64261801DF7C79275F13EF16B87EBEE62A04507F691F38067F0AED50636D3D2
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,13_plus_weeks,22,-2073.0693,-555.388903,0,0.818182,3776.325,AUDNZD,-2340.977232,AUD,-2628.458203,BF89F2643879F995298624D89ED2D0D0EE7F61DA52720DA2FF4DC624679B31A9
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,same_week,18207,-85.284191,0,0,0.996282,20.725,GBPNZD,-22.661079,NZD,-59.401239,F97EFFD0AB78543BB2C09B4F2CE542AB4EF806514A20E1513943D0494DB00A3A
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,1_2_weeks,989,-23.759667,-1801.499897,0,0.918099,204.308333,GBPUSD,-333.965463,USD,-778.982812,6DBBB0121811582A68C6835B61BD250D61FFAFB5F527208DB7EF4037EDBC64D4
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,5_8_weeks,144,-84.176156,-1247.780162,0,0.875,877.925,AUDUSD,-411.29657,USD,-1046.746088,47DA7C0454E7E5B532361F45CBD233DBDD87EC8E9C0A1786FFAABD0F799952E7
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,3_4_weeks,382,-49.400878,-2018.650145,0,0.863874,419.416667,USDCAD,-225.560199,GBP,-725.672354,0AB6CB72BED3A0868AF344AF47F66DF21F22BC49A5467D2F65D105D7BE01DE80
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,9_13_weeks,45,-35.619723,-348.222393,0,0.888889,1744.266667,NZDUSD,-205.48344,NZD,-205.48344,D95E1FE7B7EECA817CCAF12B4885FFAC3C3C5C79857C7643A8EE66FA83BC224C
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,13_plus_weeks,21,-2073.0693,-532.923124,0,0.857143,3776.325,AUDNZD,-2289.318693,AUD,-2605.992424,FFF5E57B43339334C24E3F096E491873FE25CD4D88795479AF20666DB2E41FE7
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,same_week,18275,-85.284191,-1019.486209,-135.979684,0.987654,20.558334,GBPUSD,-165.917406,USD,-448.220033,AD95DFC6918970363A92FC890B0AE145F89C249F4C96E0425953FB8661970E27
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,1_2_weeks,949,-23.759667,-1346.575428,-0.729647,0.925184,204.408334,NZDUSD,-171.393085,USD,-513.358793,924B58B9A53D1E73C291CB0F7FF1C5A51301A88260F9F8B6CF1C972937A994C4
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,5_8_weeks,139,-84.176156,-1271.779643,-0.140204,0.877698,877.925,USDCAD,-277.680336,USD,-1025.543239,7C5638EE1FFD26C7A8864C115F3D5B36DDEC6BAC0B2FD60D6E223B7E7FDE62DB
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,3_4_weeks,359,-49.400878,-1364.215389,-1.380622,0.880223,421.991667,GBPJPY,-245.672159,GBP,-650.980887,81A4A1BAFAD8D924FAD1D7DF10C886507813495269FE1F6C757613F8A764B57E
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,9_13_weeks,45,-35.619723,-753.312093,0,0.888889,1744.266667,AUDCAD,-631.409219,AUD,-773.920653,41452222E3D544C0DC15B685F47269EA38120D954916BA15FF9166BE8B4B5273
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,13_plus_weeks,21,-2073.0693,-548.867467,0,0.857143,3776.325,AUDNZD,-2340.977232,AUD,-2621.936767,B81DC91C602BC9864855B850453574166556150CB7A01006A4A468D1044C463C
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,same_week,18207,-85.284191,0,0,0.996282,20.725,GBPNZD,-22.661079,NZD,-59.401239,A0267649F552DA07B63E9FB70C35FACA815DF0E3C5B862924995CA843BC0A103
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,1_2_weeks,926,-23.759667,0,0,0.99568,204.641667,GBPCHF,-17.832537,GBP,-23.759667,5C6EA70EB972E74C54F4B8FA59F8F9BB73AF83126DDDEB8D1004854EDACE5962
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,5_8_weeks,163,-84.176156,0,0,0.993865,887.85,USDCAD,-84.176156,USD,-84.176156,0140EC50C65DED760B21BC049D4ECD6D285F891F5416A0711BD711C5BE756851
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,3_4_weeks,367,-49.400878,0,0,0.991826,424.5,EURUSD,-31.790104,USD,-43.794568,CDD400F1DF7955BD210649D7F5D6C80B59DF0BA35EB5047AE29EF256669A6EC8
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,9_13_weeks,55,-35.619723,0,0,0.963636,1740.166667,EURAUD,-25.472595,AUD,-35.619723,F4A9080846B41144DD1954EE8F277E1796F90A8C48FA950FB65B5F0C70B630D7
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,13_plus_weeks,70,-7430.713256,0,0,0.8,3933.591667,AUDNZD,-3403.674009,AUD,-5104.337544,4E43F489C684C27ED72CF8CE90E1FCBCF9DA25F78413D60032D441551BB15DBF
FULLY_HEDGED_LONG_SHORT_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,fully_hedged_reference,,current_forced_flip_close,same_week,56476,-53603.620104,0,0,0.856204,18.95,NZDJPY,-2276.180782,JPY,-14820.576033,B3ACA7070AFB4D67AD4D8AC4959DC873668E806C1641804DFFE088FB8237FBC2
FULLY_HEDGED_LONG_SHORT_28_PAIR_WEEKLY_T100_S020_NO_LIMIT_REFERENCE,fully_hedged_reference,,current_forced_flip_close,same_week,95060,-85754.722864,0,0,0.777986,15.5,NZDJPY,-3515.037502,JPY,-23569.312423,1B32FC2A4EA9E735AEC3B843323338793E376CBE2FD6511EFD3B639140BA8BA7
LONG_ONLY_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,all_pairs_direction_reference,,current_forced_flip_close,same_week,28406,-26768.4942,0,0,0.861668,18.783333,USDCHF,-1160.043153,USD,-7094.186433,5884AF07CD52C57C3EFF00CB47B6BDA12B3808B20EC69DAD2EC52F6A4FF2F8EC
