case_id,symbol,entry_time,side,order_type,lot_size,david_state_shift1,david_state_source,type3_candle_combination,bar_hour_utc,bar_spread,bar_tick_volume,content_hash
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-13T04:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,04,5,3555,5F7542C5ED4069023A3D0B6DB0AAAA598F4B07FB06F1EB8D879568F3FDF7A7C1
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-14T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,6,2752,12B87B61CE1EA3C36299442DC6DFB952940EDD170B802A39E2DAD1F1F6970A8D
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-15T11:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,11,6,2692,11D3A596ACD72E0F495A767AACC5877A530902975C324ABCD621E4940A8C17EC
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-15T20:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,20,6,3055,3F9C24712B3CF61D326B2A5B3DB081CE579128A66119A941DF57EAAFEC8073EA
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-16T03:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,03,8,2338,4D9CAA340DB7FDB384DDFB71B16EBA34603D2805DC8193352D1026238386DB6C
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-22T03:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,03,7,2896,911B244A063DAAE91B853E8A7D180D4DB093F0962A8F0D2C2EFE306CAACA27F7
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-23T02:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,02,7,850,424C2AB77D150926DEB121DB0B08AE97283AB7F372877AE483E2415E5A620AB7
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-23T18:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,18,7,4950,55A89994AA55C4C1E1A87DD0CB18E0222EF609871174A782F3230B67ADBA5DF5
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-27T07:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,07,1,1536,8BAFEAD66E1A487D30516BF46ED4291EA03CC98D7B0767448A67087433861F89
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-28T04:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,04,7,3233,6E193E08E2B1114FA39AACCD94A5362C071F37091727E896ECC013469A46D9D9
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-28T19:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,19,5,3546,02AF6D04035065DFD306FAD0C6EF2293C406CE98F56305E25E314A52327769F2
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-29T03:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,03,7,2193,0911B4EFE1576ADD6CFBD80F4475366EEA3DD86433336B4E77B93F92FA4A24BB
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-04-30T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,1,5516,30ABB171915BA6B32C166286C644C87866789735BE94B2219348726D62266061
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-01T03:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,03,5,3132,136A66E2F5344A7776D9010AE02CCC0FD24F5BABB20C2C7B749F4B3DD5006DC7
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-01T17:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,17,5,5757,AE56E5398D600A5AA88C3C8FF5CCAA70129DA05F47491E01C7FBC0BA50659478
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-05T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,4,2731,BEB7B33C767A98FDDF2B3C706B1D0E835F692822DEC6B4BDAFEE5731E531B779
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-06T04:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,04,6,4162,0E7DC6D4C268A701F2C9F2BFF235AA587BE38E1C93379E30D2623BB54729A7E0
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-07T07:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,07,7,2018,73C76233E87A655AC3F57077A86A93CF3EF91302E801C078E3800C6EF4EE7A68
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-08T08:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,08,6,2667,358DC3A3C56AECA69870ED24CAE0AC2CF868E0BB97CECB1E3CC325B928E3F377
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-11T10:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,10,6,2859,9180D3E76E8D59F6BDE362ABABED290A2F9AC66844292B7ECA1D604E793F51C1
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-11T17:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,17,3,4392,852956E7B7A48514E77905B47D21EC686198F3B826D274B2E66549813984232C
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-12T14:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,14,6,3397,8B3E75D680F5BEB9928C4833BC7B10A478343D16D6EF3BD2E238D997FFF40062
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-18T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,6,3162,A8441F3A4C214CDD0655B7235DDDB427DFC526CBE5A912A973622FFF7B58C22B
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-19T02:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,02,7,1195,9C818A1E15640C442F4996D58B22E2DAA113FD2DED8536034B35EA070D747409
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-20T12:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,12,6,2637,5F071362711BD4B24C94D337B62043BAA579E66124B84F03E1BC404C23C67C69
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-20T19:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,19,6,5001,9DE306C16D63BAA192A3039987DE79F079DDF1F724C41FAC0F83C237471631EC
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-21T18:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,18,4,5099,84EF6E87089E572FEC010837AE51A32A072B8BE21FB034F761536272540B1792
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-05-29T16:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,16,5,4416,22C25EFA15E0D3BB5C2BC68BEE13AE3497AD960E05B55ACAC814679B88C81FDD
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-01T04:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,04,7,3183,1BABF0EDC32569D956525D1A32DAB9115EC6D840F9824334C94408975C1DC868
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-01T21:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,21,7,2281,F274FB02977C03D96AF5F94A7644FEA1CA66399396FF5AC3D08585C6FDA28059
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-02T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,6,2251,D2D89D16D50BB4183FE35EF119F1E6E51428207FC53348A85DAA68B519D7EEFA
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-04T10:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,10,7,3538,3FABA4F62B703EA4319B7E1359212AB2E3A018F465E107614903BB295CCD3909
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-05T15:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,15,1,5079,468EE3D8E6E3933A72E26AB61265BF8242C48AA71E7401F5F13D7E5A38C0CD6B
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-08T04:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,04,5,5846,9657E77B8B125288D780D10D20308E554CAA92E4B3FA88CE3617117D75F9714E
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-11T11:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,11,6,3602,B6829132E4C512A22635701CB0C9674D56D4B7FA33A15B3039FBB62EA02511D7
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-12T00:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,00,77,606,49FBE5871CA3042D6025454966AAF94E8A2DE3DDC1F42774F08076B81CDBC021
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-12T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,4,4096,1226F7DA26A28FBB8B841C1074EDE5F96E3DEF85D0E53587CE19CBE6246F0049
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-12T23:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,23,7,1871,FF1E5F09AA63218945FD0C010EE2A658C4C2001CC1BF384A610E976BD6F0F602
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-16T13:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,13,7,2620,DED6441C3EE971B5ED8FE661D420F73C6F5D8C6A3F8960C8532488C52C8AA35E
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-17T16:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,16,5,3823,FBD9AEE2745EEC4AFB477AB216E5AF4AFD35834B93A44B59AFF9C1FDA3F8C58A
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-18T05:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,05,6,2639,DED2EB8E194DDAB7D155ACD64D0A0D0C0959DEDEC81E54B8D24109838B0D4DDF
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-18T18:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,18,4,5009,CBD8D006A86F636921878E80FC355FBF509EBA1959F822CD20C18B3FDD85F6BF
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-19T12:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,12,4,2957,4BA20B0A18841F3C0F22E2DC520183ACB8D6287B19347BFFDC28050FA0B2E27E
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-25T01:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,01,8,1168,0307AF75D6910E206EA8502F9967EC7346D46E8AFC4F1FDF266854F8FB4C504B
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-06-30T15:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,15,4,3294,5702E16F98BBBC2E53E7CD6332125521A4DF070E49DCF11BC32A2EE454177981
audcad_h1_type3_ma_changed_primary,AUDCAD,2026-07-01T03:00:00.000Z,BUY,TYPE3,0.2,DOWN,mt5_export_indicator_buffer,4,03,6,2349,0F6D7447B5EE82F0FB08468E7EA89D6EEF7795075A295609A2F8DCB28994CEDB
audjpy_h1_type3_primary,AUDJPY,2019-01-04T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,0,7737,C357EEF29E280D4E55C81900B22835896CCC8335D02AF3C26EDAC3F1CA70B326
audjpy_h1_type3_primary,AUDJPY,2019-01-10T08:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,08,0,2454,F91570F82DEE611A13A3A6716F3A6CE49B976EE1568B7FAB1DDD49FC98AD2D36
audjpy_h1_type3_primary,AUDJPY,2019-01-11T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,0,1287,9503B57D5C464284BE66A2C1D11AE5FDFD68C87CC39BFEE216261E6966281C47
audjpy_h1_type3_primary,AUDJPY,2019-01-15T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,1,1983,10B60D82DA1789A2E4111AC7826435E594ECC70730F919604FA06035291A0577
audjpy_h1_type3_primary,AUDJPY,2019-01-16T20:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,20,0,1295,8DDA6D1B6A8315525E424AF076E731382734892718512F9AF3331C543B10695D
audjpy_h1_type3_primary,AUDJPY,2019-01-21T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,3,2290,770189489CFD50E26565528E8B702F2D4924D7E4AD5B93B0C13F1B410A1DA488
audjpy_h1_type3_primary,AUDJPY,2019-01-23T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,3,793,2EF17D535F703421065C1D8E22449B3A9D5854B577FDA5A8FB54794D62BEBD5C
audjpy_h1_type3_primary,AUDJPY,2019-01-25T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,0,2673,F0853686EB21F1618BD8DDC1AB8FFD6C5CBC629830ED58FFF51924DABE61956F
audjpy_h1_type3_primary,AUDJPY,2019-01-25T16:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,16,0,3858,3C65F12989A54F93DDBE5A3D7C98D6700B35A43B8F5A1A87128862852C638D01
audjpy_h1_type3_primary,AUDJPY,2019-01-29T07:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,07,0,1684,4768F9E39D99563AAD6390F232A2FFD00578CE1691663C3EEB52F04C459F9F78
audjpy_h1_type3_primary,AUDJPY,2019-01-30T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,0,2007,E358A1894256E6E7AB75838663A972420ABB2A18EDF63834F534B07B73BF79B0
audjpy_h1_type3_primary,AUDJPY,2019-01-30T13:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,13,0,1695,357FC9D3462C747B3B1C1859696D800266CE4C8C64890BB52F144786E4CA7292
audjpy_h1_type3_primary,AUDJPY,2019-02-04T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,0,2977,C0171CE457F9E1569398DD104F84625F2FDE95B0ACE5E894E9F51730FFAFF46A
audjpy_h1_type3_primary,AUDJPY,2019-02-05T07:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,07,1,1508,96D656C4D3C133BD94D51C1EFBB017411628E71B53B865AB5D209C44C5F54219
audjpy_h1_type3_primary,AUDJPY,2019-02-06T02:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,02,0,2094,64709877B48C953D9AADB3B7E729840C57EEC820A38AB0570F2AD7C7D0F15681
audjpy_h1_type3_primary,AUDJPY,2019-02-08T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,0,2030,7C6577DD4FFA328C50CAC577525E336324701050083D910232FAB3174328E34E
audjpy_h1_type3_primary,AUDJPY,2019-02-12T05:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,05,0,1908,666392402A40BE933CDFB2C44C95B8FCACA8CABC192EAA3F3C8BB22DCAF805A8
audjpy_h1_type3_primary,AUDJPY,2019-02-12T19:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,19,0,1875,5540F685E7E4F946C5CF29B3EBB2ACEF6019E3734078D365F91A9E9F3B42435B
audjpy_h1_type3_primary,AUDJPY,2019-02-13T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,0,2557,7B4E92291D3E2FDEF08A0FA410BB1C0880CFB897EFBDCFF47E16D22F9D2A3BE7
audjpy_h1_type3_primary,AUDJPY,2019-02-15T09:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,09,0,2512,66C60F91B5B4C7BF4DCC6216CF346A3FB9406D94386E0319693EC33BA02B6FE4
audjpy_h1_type3_primary,AUDJPY,2019-02-15T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,1,2135,E10B0A6CF70710659E7CC2215BEFD2D28843F6226E8BCFA539C6DC8D9C6F3B8E
audjpy_h1_type3_primary,AUDJPY,2019-02-15T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,0,1484,051AE4E703E139C0F199A297B2B2A8ADDF733688B2E6612DA10A582B8BCAB93B
audjpy_h1_type3_primary,AUDJPY,2019-02-18T03:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,03,0,2140,FF7FEC45196F1D11AE624B356C9EF845514F8885EA7E683359DE0860D3C0DF45
audjpy_h1_type3_primary,AUDJPY,2019-02-18T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,5,3278,3C4ADDE5C045D06F440643BCF921CA1F629DD73412DDA27CD7E9D38D55216E13
audjpy_h1_type3_primary,AUDJPY,2019-02-19T20:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,20,0,1958,931183DDA8AA7B04A4E594C9BE25937A9539BA9D5C28C85E8E2EE6BAC07A2CA9
audjpy_h1_type3_primary,AUDJPY,2019-02-20T18:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,18,0,2663,36D252346C1FFD06D6A17988B3D2E4A960DF0FFDF9D96554B43F56AF9E5305C5
audjpy_h1_type3_primary,AUDJPY,2019-02-22T10:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,10,0,2631,4C0B044CEBE06454F054DD955F0F56837D64155E8A23A6FBFA742E50C165BC71
audjpy_h1_type3_primary,AUDJPY,2019-02-25T13:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,13,2,2282,800F3D4A750EE71C16EACACE83E7F4548EDAE1C97F8BF072052523EB353C176C
audjpy_h1_type3_primary,AUDJPY,2019-03-01T04:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,04,1,2701,F4FC2618BE09F5CE20937B4759373604B39ADF3C91D237B05C2AA24A1A074E8C
audjpy_h1_type3_primary,AUDJPY,2019-03-01T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,0,2093,4B57B8ED28BA457F38217C48CA60440B7F8A3C3DCD128F3B34E7C81618AC9EDC
audjpy_h1_type3_primary,AUDJPY,2019-03-04T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,1,2548,014F8E929F25BF81981D6E61C4195BFA9B0E7E6C0D225BF8A7DFA8CF183F9D01
audjpy_h1_type3_primary,AUDJPY,2019-03-05T00:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,00,7,788,CAFC6DB890D51C7383C6FF6DA3381FFA1760007304AD57D3DC11542D031A3FA3
audjpy_h1_type3_primary,AUDJPY,2019-03-05T12:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,12,0,2220,C89A9DF4417EFAF5D3B1729C06A07B9A298DC6BE367B21DEE9988662068D3A90
audjpy_h1_type3_primary,AUDJPY,2019-03-05T22:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,22,2,1540,816B1A4BC4A822D0C0DCC9F2F962200018AB4D795B69FA9CAF849F56846C575D
audjpy_h1_type3_primary,AUDJPY,2019-03-07T06:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,06,3,1463,232E01AAB905FD350C35FF3D02A3A48F6C063B94EF7CDDC0736582645627CBB1
audjpy_h1_type3_primary,AUDJPY,2019-03-07T15:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,15,1,4301,9B696D537D614218438A82BD44440BC931CF31DA6D5B0E51CC8B8DE097B9FA1D
audjpy_h1_type3_primary,AUDJPY,2019-03-08T02:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,02,0,2410,F402D19BB7A0641607DD87BD72A3D4CAE7AA4095993B612FA95051B8BA3B5863
audjpy_h1_type3_primary,AUDJPY,2019-03-08T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,0,2472,B4573C1000A94D88DF47054A45881328B2CCC924851A6554C25E49D91169CA43
audjpy_h1_type3_primary,AUDJPY,2019-03-11T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,2,1171,BD70D274F12EF5B906F70F61A1748E190ABBFD883806C497A0449F368EA82170
audjpy_h1_type3_primary,AUDJPY,2019-03-12T13:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,13,1,2345,2B98F9BD96E4E1BA6A40830F99D42DBAEE39C7BEF126E8C050EAEEE8C2EE14B4
audjpy_h1_type3_primary,AUDJPY,2019-03-14T02:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,02,0,1483,5580A8D0F5FB731102EACB6C30EEC2F8AC59539BD6C7B32DEA030229AEF5661F
audjpy_h1_type3_primary,AUDJPY,2019-03-15T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,1,1797,637182720871AD7EA2986DB959A3A13D9C033E7DD8B69ABEBC984ADF5A0D7656
audjpy_h1_type3_primary,AUDJPY,2019-03-18T09:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,09,1,1617,9815DD6064A65FDA9FFFD3FCC40C6D171FE0C9AD01876B71E2FADBB9449D6EB1
audjpy_h1_type3_primary,AUDJPY,2019-03-19T00:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,00,8,1295,C961B595149FD7D376C074FA01226EBFE5C59DCB70000D03ACDAE938589EE65D
audjpy_h1_type3_primary,AUDJPY,2019-03-21T03:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,03,0,4051,FE97E2498D0D7438C43C10B9C72001B1E8800955B7A46D407B2D469FC983AD62
audjpy_h1_type3_primary,AUDJPY,2019-03-25T08:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,08,1,2120,AC57A166F07604E6EE1A2B590D0F77FDE81A6AC87BAC3E70094544FAF2BE893A
audjpy_h1_type3_primary,AUDJPY,2019-03-26T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,0,2709,8F68A271EAFA2EB682730BAA2BB7DB901612BDBDE479A66AD80694BB4BA4F1E1
audjpy_h1_type3_primary,AUDJPY,2019-03-26T16:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,16,0,3512,FE0239D54C50F711EB31DC315BC4571A372C9506A03A25DDCB903777714A5E0B
audjpy_h1_type3_primary,AUDJPY,2019-03-29T03:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,03,0,3292,3680FB6D61DF19F27F2525DE85028A61CB5F8EFB26E58B671D860E780D46DFF6
audjpy_h1_type3_primary,AUDJPY,2019-04-01T06:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,06,0,1765,1BA3E3F23211833396839A8DFB8DCECE2426C8D559C3632DDF315CEBE936E068
audjpy_h1_type3_primary,AUDJPY,2019-04-01T21:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,21,0,1229,DE6CC4BF855E940631B17D8149F40A9878A212B92D01318B77A9357E51EC8F77
audjpy_h1_type3_primary,AUDJPY,2019-04-02T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,2,761,8D709B7390470ABE0BCC06BE8ECDBBF909CD6DEF8385DBB3E9CFC64E10B92548
audjpy_h1_type3_primary,AUDJPY,2019-04-03T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,0,2167,0A0541550A85CD09402C2923D88A57BC02FD0ED003E976EDC0E595AD261E0018
audjpy_h1_type3_primary,AUDJPY,2019-04-05T23:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,23,3,741,F12812C29ED7C33741B9215ADDD0AFD93232710AA00E16219FE6EB4CA9A287C0
audjpy_h1_type3_primary,AUDJPY,2019-04-08T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,0,2002,2678AEC8A112812476932BB5212D1393EE847618CC5A388BAE5C8F67974B3DFC
audjpy_h1_type3_primary,AUDJPY,2019-04-08T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,0,3024,B7AE6DE9230C133775AA26D696FADDCC7E655BBBFEA8DF9DC987508C8C29E7FF
audjpy_h1_type3_primary,AUDJPY,2019-04-10T09:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,09,1,2448,B5ADB150431BEF62CFDAE94604C8ABDEF63A1D58913BEDD8B655E2B841598713
audjpy_h1_type3_primary,AUDJPY,2019-04-12T01:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,01,3,1275,458869A1B97AE9BE82142E9A8FEEDFE9C3EB77808DE28C79FEB9E4391C019C4E
audjpy_h1_type3_primary,AUDJPY,2019-04-12T14:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,14,0,2464,0C1DE6350FEFFBA171B1285183AA252D76AA62D45E47F2582E0897B657FEF713
audjpy_h1_type3_primary,AUDJPY,2019-04-16T17:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,17,0,2835,12D02E3160EAD5D75E88782181E54D9721CFB25B6744E34D7990721CF35E5AB4
audjpy_h1_type3_primary,AUDJPY,2019-04-17T06:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,06,0,1822,3C96260BE6B919FE62C0CE529027C299DED47C1B1F73CF2791F55421E999A7E2
audjpy_h1_type3_primary,AUDJPY,2019-04-18T00:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,00,14,1540,07E98FCE1C7FB592D2E630EC1DF022A4D1B67E1BF31EAC66B80852447CB92007
audjpy_h1_type3_primary,AUDJPY,2019-04-23T02:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,02,0,856,7F740C2C3B9240C233A587256B945E2159E3B83D47486A51E8A49EC4BB8F854A
audjpy_h1_type3_primary,AUDJPY,2019-04-26T11:00:00.000Z,BUY,TYPE3,0.02,DOWN,mt5_export_indicator_buffer,4,11,0,2475,4D85CB14202DD3BD76F2F3EF777956F89B42D5A53383DDAD3B3E410B5E679CCE
