source,system,strategyVariant,anchorType,weekOpenUtc,rowKind,gridKey,parentTradeId,tradeId,pair,direction,sourceModel,tier,fillSeq,entryUtc,exitUtc,entryPrice,exitPrice,returnRawPct,returnAdrNormalizedPct,adrPct,exitReason,activeFillsAtEntry,capThresholdAtEntry,capViolated
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|34,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|34,AUDJPY,LONG,tiered_4w,1,34,2026-05-18T09:00:00.000Z,2026-05-18T13:00:00.000Z,113.70300824,113.90637959,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|66,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|66,AUDJPY,LONG,tiered_4w,1,66,2026-05-18T16:00:00.000Z,2026-05-18T20:00:00.000Z,113.70300824,113.90637959,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|87,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|87,AUDJPY,LONG,tiered_4w,1,87,2026-05-19T06:00:00.000Z,2026-05-19T07:00:00.000Z,113.29699176,113.4996369,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|117,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|117,AUDJPY,LONG,tiered_4w,1,117,2026-05-19T15:00:00.000Z,2026-05-19T16:00:00.000Z,112.68796703,112.88952285,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|127,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|127,AUDJPY,LONG,tiered_4w,1,127,2026-05-19T15:00:00.000Z,2026-05-19T22:00:00.000Z,112.89097527,113.0928942,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|162,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|162,AUDJPY,LONG,tiered_4w,1,162,2026-05-20T01:00:00.000Z,2026-05-20T09:00:00.000Z,112.89097527,113.0928942,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|164,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|164,AUDJPY,LONG,tiered_4w,1,164,2026-05-19T13:00:00.000Z,2026-05-20T11:00:00.000Z,113.09398351,113.29626555,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|169,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|169,AUDJPY,LONG,tiered_4w,1,169,2026-05-19T09:00:00.000Z,2026-05-20T15:00:00.000Z,113.29699176,113.4996369,0.17886189,0.2,0.89430944,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|170,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|170,AUDJPY,LONG,tiered_4w,1,170,2026-05-18T13:00:00.000Z,2026-05-20T15:00:00.000Z,113.90601649,113.64533227,-0.22885904,-0.25590587,0.89430944,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|171,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDJPY|LONG|171,AUDJPY,LONG,tiered_4w,1,171,2026-05-19T01:00:00.000Z,2026-05-20T15:00:00.000Z,113.70300824,113.64533227,-0.05072511,-0.05671986,0.89430944,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,grid,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|5,AUDNZD,LONG,tiered_4w,1,,2026-05-18T01:00:00.000Z,2026-05-21T02:00:00.000Z,1.22134281,1.21908995,1.35549231,3.07520016,0.44078182,grid_parent,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|5,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|5,AUDNZD,LONG,tiered_4w,1,5,2026-05-18T01:00:00.000Z,2026-05-18T02:00:00.000Z,1.22134281,1.22241951,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|16,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|16,AUDNZD,LONG,tiered_4w,1,16,2026-05-18T04:00:00.000Z,2026-05-18T08:00:00.000Z,1.22134281,1.22241951,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|69,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|69,AUDNZD,LONG,tiered_4w,1,69,2026-05-18T22:00:00.000Z,2026-05-18T23:00:00.000Z,1.21918563,1.22026042,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|123,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|123,AUDNZD,LONG,tiered_4w,1,123,2026-05-19T15:00:00.000Z,2026-05-19T17:00:00.000Z,1.21702844,1.21810133,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|129,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|129,AUDNZD,LONG,tiered_4w,1,129,2026-05-19T22:00:00.000Z,2026-05-19T23:00:00.000Z,1.21702844,1.21810133,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|136,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|136,AUDNZD,LONG,tiered_4w,1,136,2026-05-19T06:00:00.000Z,2026-05-20T02:00:00.000Z,1.21810703,1.21918087,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|165,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|165,AUDNZD,LONG,tiered_4w,1,165,2026-05-20T04:00:00.000Z,2026-05-20T11:00:00.000Z,1.21810703,1.21918087,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|179,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|179,AUDNZD,LONG,tiered_4w,1,179,2026-05-20T22:00:00.000Z,2026-05-21T01:00:00.000Z,1.21810703,1.21918087,0.08815636,0.2,0.44078182,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|181,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|181,AUDNZD,LONG,tiered_4w,1,181,2026-05-18T01:00:00.000Z,2026-05-21T02:00:00.000Z,1.22242141,1.21908995,-0.27252972,-0.61828713,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|182,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|182,AUDNZD,LONG,tiered_4w,1,182,2026-05-18T11:00:00.000Z,2026-05-21T02:00:00.000Z,1.22134281,1.21908995,-0.18445833,-0.4184799,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|183,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|183,AUDNZD,LONG,tiered_4w,1,183,2026-05-18T16:00:00.000Z,2026-05-21T02:00:00.000Z,1.22026422,1.21908995,-0.09623125,-0.21831945,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|184,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|184,AUDNZD,LONG,tiered_4w,1,184,2026-05-19T04:00:00.000Z,2026-05-21T02:00:00.000Z,1.21918563,1.21908995,-0.00784805,-0.01780485,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|185,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|185,AUDNZD,LONG,tiered_4w,1,185,2026-05-21T02:00:00.000Z,2026-05-21T02:00:00.000Z,1.21702844,1.21908995,0.16938831,0.38429059,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|186,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|186,AUDNZD,LONG,tiered_4w,1,186,2026-05-21T02:00:00.000Z,2026-05-21T02:00:00.000Z,1.21594985,1.21908995,0.25824231,0.58587333,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|187,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|187,AUDNZD,LONG,tiered_4w,1,187,2026-05-21T02:00:00.000Z,2026-05-21T02:00:00.000Z,1.21487126,1.21908995,0.34725409,0.787814,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|188,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|AUDNZD|LONG|188,AUDNZD,LONG,tiered_4w,1,188,2026-05-21T02:00:00.000Z,2026-05-21T02:00:00.000Z,1.21379266,1.21908995,0.43642406,0.99011357,0.44078182,grid_reset,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,grid,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG,,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|91,CADJPY,LONG,tiered_4w,1,,2026-05-18T04:00:00.000Z,2026-05-22T15:00:00.000Z,115.581041,115.134,-0.32010036,-0.42451862,0.75403138,grid_parent,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|91,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|91,CADJPY,LONG,tiered_4w,1,91,2026-05-18T04:00:00.000Z,2026-05-19T08:00:00.000Z,115.581041,115.75534446,0.15080628,0.2,0.75403138,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|99,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|99,CADJPY,LONG,tiered_4w,1,99,2026-05-19T10:00:00.000Z,2026-05-19T12:00:00.000Z,115.581041,115.75534446,0.15080628,0.2,0.75403138,grid_tp,,,false
app,tiered,tiered_4w-adr_grid-none,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG,runtime-grid|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|108,runtime-fill|tiered_4w-adr_grid-none|2026-05-17T23:00:00.000Z|2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|CADJPY|LONG|108,CADJPY,LONG,tiered_4w,1,108,2026-05-19T13:00:00.000Z,2026-05-19T14:00:00.000Z,115.232959,115.40673754,0.15080628,0.2,0.75403138,grid_tp,,,false
