rule_id,rule_family,base_rule_id,flip_policy,audnzd_closed_adr,audnzd_mtm_adr,audnzd_final_open_unrealized_adr,audnzd_worst_open_unrealized_adr,audnzd_flip_loss_adr,worst_reset_ordinal_bucket,worst_reset_ordinal_damage_adr,worst_age_bucket,worst_age_bucket_damage_adr,sentinel_read,content_hash
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,637.073489,-2766.60052,-3403.674009,-3844.775363,0,reset_1,-6050.577978,13_plus_weeks,-7430.713256,reporting_only_no_audnzd_exclusion,453A193452B516CFDC07EB36427752140E5E01517B27ABF4D6C7223700F9A1A0
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,285.089943,-2834.287678,-3119.377621,-3584.907237,-429.434875,reset_2,-6076.857531,13_plus_weeks,-5087.283044,reporting_only_no_audnzd_exclusion,1FAC3E215E35E51F02B0D0BA2908312FA40C6CEF9036D86B59236B75BEFBDCF4
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,283.317799,-2836.059822,-3119.377621,-3584.907237,-2.320856,reset_2,-3547.623263,13_plus_weeks,-4204.952653,reporting_only_no_audnzd_exclusion,A862FDD5809E3A59AA428698E3C7D6580DE11DEA1144439E0CDA0982BE9ECE92
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,370.791038,-2748.586583,-3119.377621,-3584.907237,0,reset_2,-3473.348238,13_plus_weeks,-4204.952653,reporting_only_no_audnzd_exclusion,A8AF7AA18FDC1314E7BD0F75670DFC6B68192A6B382DF8E65A087875E3CFA1B3
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,285.750336,-2833.627285,-3119.377621,-3584.907237,0,reset_2,-3473.348238,13_plus_weeks,-4204.952653,reporting_only_no_audnzd_exclusion,9D01DB4FB271589AC9110469292D1CB37B748FBBF8C2FFA72B435C7EB655901C
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,721.252368,-3693.912563,-4415.164931,-4959.279065,0,reset_2,-5913.908304,13_plus_weeks,-11556.496,reporting_only_no_audnzd_exclusion,CC62660AD64C42D54ECDC762273492EA9C9FBB4640535895F92D8787A8D3E1F2
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,pair_directional_two_sided_grid,,current_forced_flip_close,362.031101,-2726.850534,-3088.881635,-3551.844802,-495.770336,reset_2,-7622.85163,13_plus_weeks,-10275.457641,reporting_only_no_audnzd_exclusion,DD097824B35FDBA1D772A558A6A1988A271E4539F4E6DF45114096E77339A5EB
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,358.701515,-2730.18012,-3088.881635,-3551.844802,-9.002136,reset_2,-3462.832914,13_plus_weeks,-5336.344379,reporting_only_no_audnzd_exclusion,089F039CD32630BD6FB60DCE4002DC5DC5A677FDFE1FBA3166A81BC592C76993
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,475.953338,-2612.928297,-3088.881635,-3551.844802,0,reset_2,-3391.577044,13_plus_weeks,-5336.344379,reporting_only_no_audnzd_exclusion,DFE7D4EC81CA0FB8EAA9F9AE58E6D50AB1CCFD802DC6A9CA7CB6B4E763784AA3
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,368.107561,-2720.774074,-3088.881635,-3551.844802,0,reset_2,-3391.577044,13_plus_weeks,-5336.344379,reporting_only_no_audnzd_exclusion,4C9AD9598ADE5BDBDDA78BF69A7752D39F810D8A8DFA1DF862D17FD3008202E7
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,864.921282,-3547.542364,-4412.463646,-4955.962596,0,reset_2,-6490.322193,13_plus_weeks,-18604.688261,reporting_only_no_audnzd_exclusion,C98A16092DCB27767023D3F5950B9F2E441AA12D2C7A92D38D5095FEE0822C65
WEEKLY_FORCED_CLOSE,control,,current_forced_flip_close,-37.24991,-37.24991,0,0,0,,,,,reporting_only_no_audnzd_exclusion,B06BDE9A7E89D18406A6735FE3D769086B99A1E70516C554B5B886F6DD83A85C
