rule_id,rule_family,base_rule_id,flip_policy,harvest_engine_promising,flip_logic_is_main_defect,open_tail_defect_unresolved,audnzd_currency_tail_unacceptable,closed_pnl_illusion,return_too_weak,candidate_worth_further_research,reject,content_hash
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,false,false,false,false,false,true,true,false,BB2763B349D107C5505A56A6E5A733599F44AD92CC7378F0F2BA865298D529C3
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,true,false,false,false,false,true,true,false,9CF1EE88736BE80334DC0FCCE43919DDD8C54862C4F710D7C49B23EAE5EC559A
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,false,false,false,false,false,true,true,false,57DE19BF15F0A0C8F3B41AF6BF587E23DE4785075D85BBCDB82A1892DADC073B
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,true,false,true,false,true,true,true,false,D684376D825D6D8235F71275C7A94FEF58A047F82D1FC3F52B1D520A72001968
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,true,false,true,false,true,true,true,false,0677A2E2758A5F8A96789CF360B997DD173A396F2C958755154E609FCDB22745
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,true,false,true,false,true,true,true,false,684E0E53716BA67095A0A6D9067F6C564F0AC51EAF7C960F5A907D778C03C213
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,true,false,true,false,true,true,true,false,5B534B452546D310ABB60113C9D8E0BD411C04B78FB37767AF9583F3A53EC685
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,true,false,true,false,true,true,true,false,1DD5E44952328DFEC84D4BC8E5CEFDA608FE66382C643262B993315D724E444B
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,true,false,true,false,true,true,true,false,4244B903B08803D1AD9853AE9D1EC57A8E09D4A9B9EE474391AA7189A5F34440
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,true,false,true,false,true,true,true,false,64316DB8AEFCE9542EC0702F5EF6CEF5051752801E3FE06621BE2041597AD165
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,true,false,true,false,true,true,true,false,8C4B58AF7BD378FD895146865800038A1A562D1D9035FE66546B3AF0BE231F2C
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,true,false,true,false,true,true,true,false,F1715643345BE02E9D8E40A1950012AA8C51AD611D48F86257D73D38D07B741D
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,true,false,true,false,true,true,false,true,09483ADAC58A6EBBEF4C04F780ED2569231FB55FA6B4DA8EB1254942193F22A2
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,grace_window_losing_flip_no_new_fills,true,false,true,false,true,true,false,true,9C4109F914B405701646B3937C53396AD06FA48810F785A42224913D932DDFA3
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,true,false,true,false,true,true,false,true,F6E1C0ABD8ADA4D91A4C7B63A2CD38F3A8125F3A664291F039862B07CCE02DD4
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,no_flip_force_no_new_fills,true,false,true,false,true,true,false,true,4F85B12C112B4C2B2A39F4B71C767AA07EABECE5668DDC37A6DBE2FEBBE0CE61
FULLY_HEDGED_LONG_SHORT_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,fully_hedged_reference,,current_forced_flip_close,true,false,false,false,false,true,false,false,EA41C092A32F3BD44AE59077D36686A42D8D36D2F97CB23E56970FC214679328
