row_key,week_open_utc,pair,candidate_b_side,trigger_side,candidate_b_alignment,candidate_b_contra_alignment,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,entry_path_efficiency,entry_range_adr,path_efficiency_week,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,grid_quantum_adr,signal_adr_brick,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,sweep_timestamp_utc,rejection_timestamp_utc,displacement_timestamp_utc,sweep_depth_adr,sweep_required_adr,displacement_body_adr,displacement_required_adr,sweep_to_entry_bars,signal_form,bb_sweep_context,family_alignment_context,base_currency_strength,quote_currency_strength,content_hash
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-12|SHORT|2022-01-12T13:18:00.000Z|2022-01-12T13:19:00.000Z,2022-01-10T00:00:00.000Z,GBPNZD,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.547922,0.134195,1.354689,0.000244,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.182641,0.2,0.6,false,0.05,,2022-01-12T13:18:00.000Z,2022-01-12T13:19:00.000Z,2022-01-12T13:19:00.000Z,0.052902,0.05,0.051014,0.05,1,2_BAR,false,-0.078866,-0.102094,-0.078866,FB70793BA8BD1ECC18C43E33C89DE0466EBE69AA0B6F242F4D0CE23E54F7ACF1
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-12|LONG|2022-01-12T14:35:00.000Z|2022-01-12T14:36:00.000Z,2022-01-10T00:00:00.000Z,GBPNZD,LONG,LONG,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.547922,0.134195,1.354689,0.000244,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.182641,0.2,0.6,false,0.05,,2022-01-12T14:35:00.000Z,2022-01-12T14:36:00.000Z,2022-01-12T14:36:00.000Z,0.094469,0.05,0.074631,0.05,1,2_BAR,false,-0.102094,-0.102094,-0.078866,927414DDB9416F90C8328731AB6997AD50611A42F832235581FBBCD765117234
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-12|LONG|2022-01-12T14:36:00.000Z|2022-01-12T14:36:00.000Z,2022-01-10T00:00:00.000Z,GBPNZD,LONG,LONG,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.547922,0.134195,1.354689,0.000244,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.182641,0.2,0.6,false,0.05,,2022-01-12T14:36:00.000Z,2022-01-12T14:36:00.000Z,2022-01-12T14:36:00.000Z,0.056682,0.05,0.074631,0.05,0,1_BAR,false,-0.102094,-0.102094,-0.078866,DE71323E6825B9ED247E9F4CF7CB638540D3BF3704A23EEE1D1790EF49A76A1A
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-13|LONG|2022-01-13T13:32:00.000Z|2022-01-13T13:33:00.000Z,2022-01-10T00:00:00.000Z,GBPNZD,LONG,LONG,1,-1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.753864,0.0185,0.379766,0.000244,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.251288,0.251288,0.753864,true,0.062822,,2022-01-13T13:32:00.000Z,2022-01-13T13:33:00.000Z,2022-01-13T13:33:00.000Z,0.066129,0.05,0.105805,0.05,1,2_BAR,true,-0.102094,-0.102094,-0.078866,E93422C01E6D63606F07C6769B4D5CA9B107B09C91F15E5CA45A052FDC9E7ED4
2022-01-10T00:00:00.000Z|GBPNZD|ny|2022-01-13|LONG|2022-01-13T13:33:00.000Z|2022-01-13T13:33:00.000Z,2022-01-10T00:00:00.000Z,GBPNZD,LONG,LONG,1,-1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.753864,0.0185,0.379766,0.000244,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.251288,0.251288,0.753864,true,0.062822,,2022-01-13T13:33:00.000Z,2022-01-13T13:33:00.000Z,2022-01-13T13:33:00.000Z,0.057627,0.05,0.105805,0.05,0,1_BAR,false,-0.102094,-0.102094,-0.078866,BA9DDBA6331D59B824920BCD8D1BC06DACDC034A1353E268A7847005B36450FE
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-10|LONG|2022-01-10T15:53:00.000Z|2022-01-10T15:54:00.000Z,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,LONG,-1,1,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.50019,0.020877,0.616306,0.014428,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.16673,0.2,0.6,false,0.05,,2022-01-10T15:53:00.000Z,2022-01-10T15:54:00.000Z,2022-01-10T15:54:00.000Z,0.079112,0.05,0.067628,0.05,1,2_BAR,false,-0.102094,-0.102094,-1.390442,071B978F104F9FCD47A6C0656581D79A721210D9B427342D52BDED0904106E46
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-10|LONG|2022-01-10T16:17:00.000Z|2022-01-10T16:18:00.000Z,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,LONG,-1,1,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.50019,0.020877,0.616306,0.014428,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.16673,0.2,0.6,false,0.05,,2022-01-10T16:17:00.000Z,2022-01-10T16:18:00.000Z,2022-01-10T16:18:00.000Z,0.071456,0.05,0.077836,0.05,1,2_BAR,false,-0.102094,-0.102094,-1.390442,E9EDAC6B3E4B9C208F1F3534963AA82D3823BF1322FCCE12602C206E17B7BD08
2022-01-10T00:00:00.000Z|GBPUSD|ny|2022-01-12|SHORT|2022-01-12T13:31:00.000Z|2022-01-12T13:31:00.000Z,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,SHORT,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.32155,0.126297,1.008035,0.014428,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.107183,0.2,0.6,false,0.05,,2022-01-12T13:31:00.000Z,2022-01-12T13:31:00.000Z,2022-01-12T13:31:00.000Z,0.071456,0.05,0.052316,0.05,0,1_BAR,true,-1.390442,-0.102094,-1.390442,6E35B036B3E005566889EF517357893864F7676CA58F3AD90D63B62B2C99A4DF
2022-01-10T00:00:00.000Z|NZDCAD|ny|2022-01-14|LONG|2022-01-14T15:05:00.000Z|2022-01-14T15:06:00.000Z,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,LONG,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.76147,0.010298,0.315685,0.001998,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.253823,0.253823,0.76147,true,0.063456,,2022-01-14T15:05:00.000Z,2022-01-14T15:06:00.000Z,2022-01-14T15:06:00.000Z,0.06505,0.05,0.066964,0.05,1,2_BAR,true,-0.122432,-0.078866,0.122432,F775B0C09D00DC5C8DCF6BE51E522D2C5E22D79173A36310CFCB6782F3630E46
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-10|SHORT|2022-01-10T16:43:00.000Z|2022-01-10T16:44:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,SHORT,-1,1,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.714191,0.086393,1.053363,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.238064,0.238064,0.714191,true,0.059516,,2022-01-10T16:43:00.000Z,2022-01-10T16:44:00.000Z,2022-01-10T16:44:00.000Z,0.08824,0.05,0.093755,0.05,1,2_BAR,false,0.078866,-0.078866,0.117021,DE21515F38E0CA0EE5888645F02EA80187174E007B40E9997064E72F472F807E
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-10|SHORT|2022-01-10T16:44:00.000Z|2022-01-10T16:44:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,SHORT,-1,1,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.714191,0.086393,1.053363,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.238064,0.238064,0.714191,true,0.059516,,2022-01-10T16:44:00.000Z,2022-01-10T16:44:00.000Z,2022-01-10T16:44:00.000Z,0.07721,0.05,0.093755,0.05,0,1_BAR,false,0.078866,-0.078866,0.117021,7C64CB44DD82CF60F0AE2CB2A8481376B51883CB63ADAE008FA3F38ED2187C4B
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-10|SHORT|2022-01-10T16:55:00.000Z|2022-01-10T16:55:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,SHORT,-1,1,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.714191,0.086393,1.053363,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.238064,0.238064,0.714191,true,0.059516,,2022-01-10T16:55:00.000Z,2022-01-10T16:55:00.000Z,2022-01-10T16:55:00.000Z,0.05515,0.05,0.05515,0.05,0,1_BAR,false,0.078866,-0.078866,0.117021,079E3C6E78BBCFA9B5453A983A412365F722C9AA499BF594C39A7AA1F7C07D8B
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-11|LONG|2022-01-11T15:00:00.000Z|2022-01-11T15:01:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.576316,0.021545,0.694888,0.001471,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.192105,0.2,0.6,false,0.05,,2022-01-11T15:00:00.000Z,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,0.093755,0.05,0.08824,0.05,1,2_BAR,false,-0.117021,-0.078866,0.117021,3C32465A0AC02CEE6B023E4C55191BAFF8257AED36331B983268A89A5E86B7E6
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-11|LONG|2022-01-11T15:01:00.000Z|2022-01-11T15:01:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.576316,0.021545,0.694888,0.001471,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.192105,0.2,0.6,false,0.05,,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,2022-01-11T15:01:00.000Z,0.09927,0.05,0.08824,0.05,0,1_BAR,false,-0.117021,-0.078866,0.117021,F086286240527D6FD895B505FEF586359D615B2B38B975BD2D36142FC30B3804
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-12|LONG|2022-01-12T13:21:00.000Z|2022-01-12T13:21:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,LONG,1,-1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.722464,0.036416,0.85758,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.240821,0.240821,0.722464,true,0.060205,,2022-01-12T13:21:00.000Z,2022-01-12T13:21:00.000Z,2022-01-12T13:21:00.000Z,0.055149,0.05,0.052392,0.05,0,1_BAR,false,-0.117021,-0.078866,0.117021,970C85C8E51BB5AB95D5A3032626DAE89D782A8CBB6559C56B908AE49B7EF628
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-14|LONG|2022-01-14T14:37:00.000Z|2022-01-14T14:38:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.739009,0.056645,0.435684,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.246336,0.246336,0.739009,true,0.061584,,2022-01-14T14:37:00.000Z,2022-01-14T14:38:00.000Z,2022-01-14T14:38:00.000Z,0.107542,0.05,0.06618,0.05,1,2_BAR,false,-0.117021,-0.078866,0.117021,2E13E5D801C8565DAF1277452847F1334A743F01A5BD3F8304AFFF628CD9E487
2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-14|LONG|2022-01-14T14:38:00.000Z|2022-01-14T14:38:00.000Z,2022-01-10T00:00:00.000Z,NZDCHF,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.739009,0.056645,0.435684,0.001471,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.246336,0.246336,0.739009,true,0.061584,,2022-01-14T14:38:00.000Z,2022-01-14T14:38:00.000Z,2022-01-14T14:38:00.000Z,0.079967,0.05,0.06618,0.05,0,1_BAR,false,-0.117021,-0.078866,0.117021,4E731440DE8655C9111988D6E0C16CA22BF2FF869491FFE815D9C6FBCA461E97
2022-01-10T00:00:00.000Z|NZDJPY|asia_london|2022-01-11|SHORT|2022-01-11T00:02:00.000Z|2022-01-11T00:03:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.574286,0.005901,0.55367,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.191429,0.2,0.6,false,0.05,,2022-01-11T00:02:00.000Z,2022-01-11T00:03:00.000Z,2022-01-11T00:03:00.000Z,0.069208,0.05,0.053011,0.05,1,2_BAR,false,0.078866,-0.078866,1.458613,02B07773AAEC1C4967218E531F8D7FB4C66AB2E77A0C3E1DD545999BF00C3DCE
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T13:38:00.000Z|2022-01-12T13:39:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T13:38:00.000Z,2022-01-12T13:39:00.000Z,2022-01-12T13:39:00.000Z,0.067736,0.05,0.061847,0.05,1,2_BAR,true,0.078866,-0.078866,1.458613,C0B8E6281010C3FD93F7299846894884886FD9EA3D2A23B710983861F66ABB70
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T13:39:00.000Z|2022-01-12T13:39:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T13:39:00.000Z,2022-01-12T13:39:00.000Z,2022-01-12T13:39:00.000Z,0.063319,0.05,0.061847,0.05,0,1_BAR,true,0.078866,-0.078866,1.458613,F4B49B0ECE88905903073324D36FF091A0BDDB23D3331336C6F213D34801DC8C
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T13:45:00.000Z|2022-01-12T13:46:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T13:45:00.000Z,2022-01-12T13:46:00.000Z,2022-01-12T13:46:00.000Z,0.066264,0.05,0.066264,0.05,1,2_BAR,false,0.078866,-0.078866,1.458613,EA4D81B8F4FDF25492FD566E37435C8E20FD35DBB821A20BB59F386BB94529AF
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T13:46:00.000Z|2022-01-12T13:46:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T13:46:00.000Z,2022-01-12T13:46:00.000Z,2022-01-12T13:46:00.000Z,0.060374,0.05,0.066264,0.05,0,1_BAR,false,0.078866,-0.078866,1.458613,B79214CEFFBF52E73C9A20AC9D1C25FB8C50F15CF714735E3FA8A911DC09AFCE
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T19:39:00.000Z|2022-01-12T19:40:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T19:39:00.000Z,2022-01-12T19:40:00.000Z,2022-01-12T19:40:00.000Z,0.057429,0.05,0.086879,0.05,1,2_BAR,false,0.078866,-0.078866,1.458613,FFCA9BCFF518418BA731178F46F3F53212500736B4F9D65068B207E7948EEEA9
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-12|SHORT|2022-01-12T19:40:00.000Z|2022-01-12T19:40:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,SHORT,-1,1,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.37255,0.057543,0.761297,0.012301,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.124183,0.2,0.6,false,0.05,,2022-01-12T19:40:00.000Z,2022-01-12T19:40:00.000Z,2022-01-12T19:40:00.000Z,0.060374,0.05,0.086879,0.05,0,1_BAR,false,0.078866,-0.078866,1.458613,3B3FB081F470C8C3D42205BE029CF72D7DD964A108E4E10C1D60900511C7AF0D
2022-01-10T00:00:00.000Z|NZDJPY|ny|2022-01-14|LONG|2022-01-14T14:38:00.000Z|2022-01-14T14:39:00.000Z,2022-01-10T00:00:00.000Z,NZDJPY,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.890879,0.041995,0.466791,0.012301,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.29696,0.29696,0.890879,true,0.07424,,2022-01-14T14:38:00.000Z,2022-01-14T14:39:00.000Z,2022-01-14T14:39:00.000Z,0.091297,0.05,0.100132,0.05,1,2_BAR,false,-1.458613,-0.078866,1.458613,DA45475C152E48AD45B92113B65254B8CAD94A167238503CC7F690241B596540
2022-01-10T00:00:00.000Z|NZDUSD|ny|2022-01-13|SHORT|2022-01-13T15:01:00.000Z|2022-01-13T15:02:00.000Z,2022-01-10T00:00:00.000Z,NZDUSD,LONG,SHORT,-1,1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.80659,0.030971,0.640641,0.010396,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.268863,0.268863,0.80659,true,0.067216,,2022-01-13T15:01:00.000Z,2022-01-13T15:02:00.000Z,2022-01-13T15:02:00.000Z,0.073326,0.05,0.069467,0.05,1,2_BAR,false,-1.390442,-0.078866,-1.390442,CA9608ACC240ABD43BA3ACE27C26688F966B409C737AC3DE3E5BCA44D1AF7506
2022-01-10T00:00:00.000Z|NZDUSD|ny|2022-01-13|SHORT|2022-01-13T15:02:00.000Z|2022-01-13T15:02:00.000Z,2022-01-10T00:00:00.000Z,NZDUSD,LONG,SHORT,-1,1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.80659,0.030971,0.640641,0.010396,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.268863,0.268863,0.80659,true,0.067216,,2022-01-13T15:02:00.000Z,2022-01-13T15:02:00.000Z,2022-01-13T15:02:00.000Z,0.05403,0.05,0.069467,0.05,0,1_BAR,false,-1.390442,-0.078866,-1.390442,2987B3FE15A3E2996B667F446947F2E231200B2B785EB830C71CDFB5665997B0
2022-01-10T00:00:00.000Z|NZDUSD|ny|2022-01-13|SHORT|2022-01-13T15:16:00.000Z|2022-01-13T15:17:00.000Z,2022-01-10T00:00:00.000Z,NZDUSD,LONG,SHORT,-1,1,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.80659,0.030971,0.640641,0.010396,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.268863,0.268863,0.80659,true,0.067216,,2022-01-13T15:16:00.000Z,2022-01-13T15:17:00.000Z,2022-01-13T15:17:00.000Z,0.075256,0.05,0.050171,0.05,1,2_BAR,false,-1.390442,-0.078866,-1.390442,DBA64573BCAC11498A139631197CE96EBF64BC8567CDCBDFE2F20378BEFB59CD
2022-01-10T00:00:00.000Z|NZDUSD|ny|2022-01-14|LONG|2022-01-14T14:40:00.000Z|2022-01-14T14:41:00.000Z,2022-01-10T00:00:00.000Z,NZDUSD,LONG,LONG,1,-1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.713967,0.068878,0.443818,0.010396,1,low,0.6,true,normal,harvestable_chop_candidate,true,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.237989,0.237989,0.713967,true,0.059497,,2022-01-14T14:40:00.000Z,2022-01-14T14:41:00.000Z,2022-01-14T14:41:00.000Z,0.052101,0.05,0.050171,0.05,1,2_BAR,false,-0.078866,-0.078866,-1.390442,069D0D10C1DFABA4EE4DAFEACBE8E71DFD917342C120643EB37D6A0C429F3ED2
2022-01-10T00:00:00.000Z|USDCAD|ny|2022-01-11|LONG|2022-01-11T15:51:00.000Z|2022-01-11T15:52:00.000Z,2022-01-10T00:00:00.000Z,USDCAD,LONG,LONG,1,-1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.438778,0.098959,1.051103,0.01483,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.146259,0.2,0.6,false,0.05,,2022-01-11T15:51:00.000Z,2022-01-11T15:52:00.000Z,2022-01-11T15:52:00.000Z,0.063306,0.05,0.076404,0.05,1,2_BAR,false,-1.390442,-1.390442,0.122432,F12E583DB276980E8ABAB218B6216330C7A99D0105ED07CDD3586BACAF55119C
2022-01-10T00:00:00.000Z|USDCAD|ny|2022-01-14|SHORT|2022-01-14T15:34:00.000Z|2022-01-14T15:35:00.000Z,2022-01-10T00:00:00.000Z,USDCAD,LONG,SHORT,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.595953,0.066338,0.444235,0.01483,1,low,0.6,false,normal,dead_chop_cost_churn,false,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.198651,0.2,0.6,false,0.05,,2022-01-14T15:34:00.000Z,2022-01-14T15:35:00.000Z,2022-01-14T15:35:00.000Z,0.072038,0.05,0.05894,0.05,1,2_BAR,false,0.122432,-1.390442,0.122432,2809C18A8D94887BB9B81B8D2E5C5C30230E7C218F46E2E416A5B92B191DB734
