row_key,week_open_utc,pair,candidate_b_side,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,entry_path_efficiency,entry_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,trigger_candidates,long_trigger_candidates,short_trigger_candidates,content_hash
2022-01-10T00:00:00.000Z|AUDCHF|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,AUDCHF,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.965811,0.022222,0.636022,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.321937,0.3,0.9,true,0.075,,0,0,0,0E329C432A73116F16865924E95469FD710E4C05222484284F5FF2D8DA01C750
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-11,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.636022,0.042368,0.697268,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.212007,0.212007,0.636022,true,0.053002,,3,3,0,85A2D0C41625411D56A680F8F5CB5B642D59D26CE60A1E0FD5F1F918287D79AC
2022-01-10T00:00:00.000Z|AUDCHF|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,AUDCHF,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.697268,0.006718,0.482905,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.232423,0.232423,0.697268,true,0.058106,,0,0,0,03284F90AF674457CF1F95B4499EEBD8FD06C44A33FA6BBA62A528E7F3BB31AE
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-12,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.482905,0.014233,0.81505,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.160968,0.2,0.6,false,0.05,,2,0,2,FDA5054DEBC6BEA5163287931BA66D2CB486750AB62598C4478AF6C7FFFDF069
2022-01-10T00:00:00.000Z|AUDCHF|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,AUDCHF,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.81505,0.006414,0.669,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.271683,0.271683,0.81505,true,0.067921,,0,0,0,7FED8E86DD19E881B0CD27336CDC31078A91C5F83C5E520230BDAE29025D1394
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-13,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.669,0.066552,0.760871,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.223,0.223,0.669,true,0.05575,,1,1,0,2D41FB9D6C4A5557F0AD5D3702AB6631ED89932984594BF6D30F9439129EE0F4
2022-01-10T00:00:00.000Z|AUDCHF|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,AUDCHF,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.760871,0.050908,0.829185,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.253624,0.253624,0.760871,true,0.063406,,0,0,0,5F63AFC1346AD5B89FCFC8155B5340EB3CB7B6F7B794CE5F89DB964E695ED889
2022-01-10T00:00:00.000Z|AUDCHF|ny|2022-01-14,2022-01-10T00:00:00.000Z,AUDCHF,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.829185,0.043847,0.478194,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.276395,0.276395,0.829185,true,0.069099,,2,2,0,A0705FA4E472B2B8C8B0BCC842D3E9C5295BA4E8C38E8C6B788A7D0B6C339895
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-10,2022-01-10T00:00:00.000Z,AUDJPY,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.85447,0.000178,0.660739,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.284823,0.284823,0.85447,true,0.071206,,0,0,0,89B55A8146BEC000EC5DA644C9A51F47E7D99E413F85843E6DA9F2F7C588FF53
2022-01-10T00:00:00.000Z|AUDJPY|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,AUDJPY,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.660739,0.006945,0.57991,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.220246,0.220246,0.660739,true,0.055062,,0,0,0,73CD6058CCE38D2B1015D50D21CC869BE2EAF623B3C10BC69AC5351644033E53
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-11,2022-01-10T00:00:00.000Z,AUDJPY,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.57991,0.058431,0.673569,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.193303,0.2,0.6,false,0.05,,0,0,0,471E45684DF0951245B89DAE0AE988CC6A4BC74AA33529E28565D14CCB2B6C1C
2022-01-10T00:00:00.000Z|AUDJPY|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,AUDJPY,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.673569,0.018868,0.354105,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.224523,0.224523,0.673569,true,0.056131,,0,0,0,A99BE497759C269B15420E0B95B61C0C1559DABFB6942375211705410875899D
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-12,2022-01-10T00:00:00.000Z,AUDJPY,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.354105,0.038482,0.595307,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.118035,0.2,0.6,false,0.05,,0,0,0,E2579BAF54862E9C37DA3A1D3C02D6ACCAF852166E464A455B257A87C75292A8
2022-01-10T00:00:00.000Z|AUDJPY|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,AUDJPY,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.595307,0.015094,0.513195,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.198436,0.2,0.6,false,0.05,,0,0,0,8481D0507A7FCEE46CD9E9C6A026D0D7AEFECDD4BD52F530E070BF1710034CB6
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-13,2022-01-10T00:00:00.000Z,AUDJPY,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.513195,0.076233,0.712058,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.171065,0.2,0.6,false,0.05,,0,0,0,C7E4679847C2EB81F92166E0D7A3551645C337DD9679AC101DD1EE0BCD207C84
2022-01-10T00:00:00.000Z|AUDJPY|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,AUDJPY,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.712058,0.076605,0.88911,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.237353,0.237353,0.712058,true,0.059338,,0,0,0,85449C8CC9632FA5E87B2BA8D1A6EFB407A3DBA174257209BAD55DD6874625E6
2022-01-10T00:00:00.000Z|AUDJPY|ny|2022-01-14,2022-01-10T00:00:00.000Z,AUDJPY,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.88911,0.032221,0.536289,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.29637,0.29637,0.88911,true,0.074092,,2,2,0,2E4A02BDED85A420AB9038F298FE4D0AAEA5A3E0C9FB1398B563BA0598633951
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-10,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.565939,0.02385,0.59738,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.188646,0.2,0.6,false,0.05,,0,0,0,0D0D4B47F35525D48BE3E5574B57F241E76F14A724126435DD6AF130D0DD7BB0
2022-01-10T00:00:00.000Z|AUDNZD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.59738,0.00443,0.514286,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.199127,0.2,0.6,false,0.05,,0,0,0,DFB19D82F01B11FC1DE1CEDA4E41DEFE53C2C5851244CD8D87B966A189CC0C08
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-11,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.514286,0.037394,0.514286,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.171429,0.2,0.6,false,0.05,,1,0,1,9B492CB34403E0AF3181BC114C9115CFB68F091BFE6ABE01B1842DE0FD49911A
2022-01-10T00:00:00.000Z|AUDNZD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,0.514286,0.027527,0.563693,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.171429,0.2,0.6,false,0.05,,0,0,0,278A82729816A258BB29651F2558001BE854B7D53C2C882D175910419CB0B80B
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-12,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.563693,0.032748,0.572676,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.187898,0.2,0.6,false,0.05,,2,0,2,8157E799D00D0F5706D9DC28F08355DF64CCB3AF28FDB9339951C474C9872E64
2022-01-10T00:00:00.000Z|AUDNZD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,0.572676,0.043171,0.538989,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.190892,0.2,0.6,false,0.05,,1,1,0,7AD98311E25924FACD4F7DA58CDAFBAACA47F693EB835E27A5984EABE54CA8B0
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-13,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.538989,0.029402,0.478353,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.179663,0.2,0.6,false,0.05,,0,0,0,E2F3F53CDFBD65992DF857057E4AE79245AFE475151FECDE9585E27EB55A4031
2022-01-10T00:00:00.000Z|AUDNZD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.478353,0.023955,0.464878,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.159451,0.2,0.6,false,0.05,,0,0,0,7D665404C5A8F6E6CB30B5A0F364F512EA37C31484FC58D6D2CA7DBF5E988950
2022-01-10T00:00:00.000Z|AUDNZD|ny|2022-01-14,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.464878,0.017789,0.473862,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.154959,0.2,0.6,false,0.05,,2,2,0,BA1ADE6DF9C3FB6222D2C3D93CFDB3EA0BD93B8999D43D9604B1E97150F2882D
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-10,2022-01-10T00:00:00.000Z,AUDUSD,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.470931,0.001991,0.569333,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.156977,0.2,0.6,false,0.05,,0,0,0,A7925A2E6DA2E3501E3686CA27CA45FB60FE6E498EBE6438FF41BD4F5077B640
2022-01-10T00:00:00.000Z|AUDUSD|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,AUDUSD,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.569333,0.015157,0.50256,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.189778,0.2,0.6,false,0.05,,0,0,0,803A545EFDAD62539502EA69A527599B3F1A5C68FD6E7B99E12E77CCD1811B47
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-11,2022-01-10T00:00:00.000Z,AUDUSD,LONG,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.50256,0.097066,1.027963,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.16752,0.2,0.6,false,0.05,,2,2,0,A7BDB8DD4914E180EC59B9A00006A69CFB69C6C84B33E09811524053D0DF4F60
2022-01-10T00:00:00.000Z|AUDUSD|asia_london|2022-01-12,2022-01-10T00:00:00.000Z,AUDUSD,LONG,asia_london|2022-01-12,ASIA_LONDON,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,1.027963,0.006524,0.397127,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.342654,0.3,0.9,true,0.075,,0,0,0,E62D73483AFBA71C9AA0BC69891B34B459C23F3B0D28DA1862A97D944D269FEB
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-12,2022-01-10T00:00:00.000Z,AUDUSD,LONG,ny|2022-01-12,NY,2022-01-12T00:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,0.397127,0.175057,1.433877,1,low,0.6,false,normal,dead_chop_cost_churn,false,gate90d_range_box_slots_cost_clamped_v0,0.132376,0.2,0.6,false,0.05,,0,0,0,71E5BA12B3693BD090C70E1067C3429A86C99134DFEF75043502920ADF543711
2022-01-10T00:00:00.000Z|AUDUSD|asia_london|2022-01-13,2022-01-10T00:00:00.000Z,AUDUSD,LONG,asia_london|2022-01-13,ASIA_LONDON,2022-01-12T13:00:00.000Z,2022-01-12T21:00:00.000Z,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,1.433877,0.020719,0.708153,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.477959,0.3,0.9,true,0.075,,0,0,0,CEFC3B0BABD25D0D528E63983A77B87734EC691520246B6102AE0C7C9DE924F5
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-13,2022-01-10T00:00:00.000Z,AUDUSD,LONG,ny|2022-01-13,NY,2022-01-13T00:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,0.708153,0.046724,0.67828,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.236051,0.236051,0.708153,true,0.059013,,0,0,0,38E822D17B4FCF4CF04C9089BD4052651F55F906A1D68201B966A956A60BD403
2022-01-10T00:00:00.000Z|AUDUSD|asia_london|2022-01-14,2022-01-10T00:00:00.000Z,AUDUSD,LONG,asia_london|2022-01-14,ASIA_LONDON,2022-01-13T13:00:00.000Z,2022-01-13T21:00:00.000Z,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,0.67828,0.058824,0.820614,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.226093,0.226093,0.67828,true,0.056523,,0,0,0,03882D30AB75D22D3340EBF050279D6275F2E7ACB54C646E6BA41F1B6A74721F
2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-14,2022-01-10T00:00:00.000Z,AUDUSD,LONG,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.820614,0.055555,0.4147,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.273538,0.273538,0.820614,true,0.068384,,3,3,0,4B642CAC5DCBEF836353AD0DA5E9BB008260AD8CEC3F66E6C3DE509011811436
2022-01-10T00:00:00.000Z|CADCHF|ny|2022-01-10,2022-01-10T00:00:00.000Z,CADCHF,LONG,ny|2022-01-10,NY,2022-01-10T00:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,0.999053,0.048556,0.659375,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.333018,0.3,0.9,true,0.075,,0,0,0,8E5D31C39D5F9262210D15FA7EC83877FC2B6EA894D5357B509444794D17B93F
2022-01-10T00:00:00.000Z|CADCHF|asia_london|2022-01-11,2022-01-10T00:00:00.000Z,CADCHF,LONG,asia_london|2022-01-11,ASIA_LONDON,2022-01-10T13:00:00.000Z,2022-01-10T21:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,0.659375,0.019048,0.470665,1,low,0.6,true,normal,harvestable_chop_candidate,true,gate90d_range_box_slots_cost_clamped_v0,0.219792,0.219792,0.659375,true,0.054948,,4,0,4,CAE11F4F1401511316D4BC89087261B195DD9FB803A82CF5BC881A7C54B4D897
