variant_id,week_open_utc,closed_week_adr,open_unrealized_adr,equity_delta_adr,equity_snapshot_adr,reset_count_week,pair_net_flatten_count_week,fill_count_week,content_hash
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-08-25T23:00:00.000Z,46.012576,-34.206703,30.617867,1010.018648,104,35,399,CFDFF9EC42859266A4972A105472ED023D9D28BFB1D6884165A742BD453E4B26
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-09-01T23:00:00.000Z,53.910214,-76.562106,11.554811,1021.573459,115,38,459,E60E87C70DBB4D6E04746EEC302A887F7F15F9CC5296C5F03C38A30D2BCDDE8A
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-09-08T23:00:00.000Z,49.260787,-22.296501,103.526392,1125.099851,112,41,391,92FC1728A33A522B11D398778F8CDD45BEB6548039E8282BD26507060C26F67E
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-09-15T23:00:00.000Z,53.782489,-49.692951,26.386039,1151.48589,116,40,412,397992831BE0183619229D98CC7555F9E956DB8B11CAC186CF9170CF8889E5A3
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-09-22T23:00:00.000Z,51.910963,-38.802616,62.801298,1214.287188,109,37,387,2225A1284B6CA3ECDEA16418A37DC24DD491015418256E39F66B26159376A404
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-09-29T23:00:00.000Z,49.177364,-3.485774,84.494206,1298.781394,120,43,408,879B8C8A831317DDBB81E3F9E2EB628C0566A2E8CCF0A78B051DD8990D7F522A
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-10-06T23:00:00.000Z,51.430365,-5.749782,49.166357,1347.947751,122,45,392,1B0D70FBBBDFF19733375D7FEE6C04DD3BA0C29E9AD5601F85497743FCE3A581
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-10-13T23:00:00.000Z,53.23107,-18.202595,40.778257,1388.726008,110,42,380,F45EFBBBC61802E97CE082B6E4824F1E20DE65E2B576CB67D46860A103021B14
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-10-20T23:00:00.000Z,52.380086,-24.3938,46.188881,1434.914889,111,39,367,5628A86D894CC1CEA4ECAF3B5490912FC7FE6F4DBD55F5C94855A7C738CA4842
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-10-27T23:00:00.000Z,49.367166,-124.953731,-51.192765,1383.722124,103,34,411,C014D8390C9C61BFCFA0D51CEE8ADE99243A7A9E96FB1416346E5C03EFF42C1A
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-11-04T00:00:00.000Z,51.029116,-75.258724,100.724123,1484.446247,113,34,428,1CDC79318A4683B6A8A2301618049B7DADC38306118DD37601E84161C00989D9
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-11-11T00:00:00.000Z,69.411487,-57.448502,87.221709,1571.667956,107,36,465,926823D7AF9269F1473AC775678845984E75F7A2454BBD24D29F351E300629A8
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-11-18T00:00:00.000Z,48.162667,-3.035273,102.575896,1674.243852,118,43,400,6A6DB273DF833D3E565D647815C5379E6C5B6762A4C504A88086FE262FAA453E
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-11-25T00:00:00.000Z,52.292324,-28.481251,26.846346,1701.090198,107,39,373,733209C5C7A9F633421FD17FF43952387E343B01BE0F7700D96BDC4163563BFC
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-12-02T00:00:00.000Z,51.912988,-58.018168,22.376071,1723.466269,109,33,468,A296338E78C640C72CC64917D883ED924D3720344A09C7D0B38C8D4C54565FAB
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-12-09T00:00:00.000Z,46.318442,-55.633273,48.703337,1772.169606,110,35,420,19D0F8C02C5F7458310E7739A242BF4B2227A81E5B71F61349993969103599B5
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-12-16T00:00:00.000Z,55.605531,-158.621246,-47.382442,1724.787164,107,32,451,2298547DAF791A9E1284BB52C390B6A489547C792543065D1783C609EEF7958E
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-12-23T00:00:00.000Z,57.690936,-109.251008,107.061174,1831.848338,86,21,372,CF72224B7BD6FA6852039EE5DBF2CA43043C36477F2B193C6D76FD262CCDBB87
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2019-12-30T00:00:00.000Z,52.539041,-114.948325,46.841724,1878.690062,109,34,419,B772F3E0E750976369AABB52C160C3997A19AF4D4F2802613695B4DD583E40CD
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-01-06T00:00:00.000Z,40.979744,0,155.928069,2034.618131,104,36,390,5067CCFC774FBEF302361F7842CEA255B0BF1966CD09A35D687DA611585EACCC
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-01-13T00:00:00.000Z,47.896872,-25.316239,22.580633,2057.198764,104,36,359,2300A75F025F49783E349647604BD89939E14A5122C7E2CA5F74C206FFF2319D
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-01-20T00:00:00.000Z,56.453849,-40.159082,41.611006,2098.80977,111,39,405,3DA0D327912D7897931534A1882D6871F3983EC4B003C6E2FA46748374F450D8
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-01-27T00:00:00.000Z,41.085389,0,81.244471,2180.054241,112,38,382,F4B176BE52A84D01E183ABA3C5AB5C5D5FDC4B1C45970757B8CFF3CD5FFB40A8
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-02-03T00:00:00.000Z,48.610267,-43.074813,5.535454,2185.589695,115,36,426,A5DB92F07DF0215FF5AA8BF583A757B282494064C827162F62DF2A986BD6952F
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-02-10T00:00:00.000Z,64.69425,-72.935789,34.833274,2220.422969,110,33,418,78EB7F82BFAF0480965BFF4382E50C43D923C0D484B33D6C8C71EAE2D15716BD
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-02-17T00:00:00.000Z,48.410964,-120.959209,0.387544,2220.810513,110,38,437,28E9AD7A8F959B25CA6F9AC0787F4EC309FCC42C93804885F4501498FBA853BE
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-02-24T00:00:00.000Z,47.03498,-179.573212,-11.579023,2209.23149,112,39,432,37911F6CEC77F93BD46C53C399795566E374E2778516EDF4E140C2AEDD6D8DAE
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-03-02T00:00:00.000Z,43.53158,0,223.104792,2432.336282,110,39,366,DF8B263AD965824FDB9942CC808DB52417818E95319DEB61BBFED39FE6A71148
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-03-08T23:00:00.000Z,56.657786,0,56.657786,2488.994068,107,39,507,10A3DE00B4AC5C97DF587DD5F8EEFD3C05DB85E475D2CAE94A35FBCF87088782
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-03-15T23:00:00.000Z,50.917752,-50.82155,0.096202,2489.09027,118,44,452,7CCB57206FC7B5EBC04C0B40F29FD055B7E6F647B82FDE615DFC7ECDA09033DB
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-03-22T23:00:00.000Z,45.828092,-31.582673,65.066969,2554.157239,98,27,370,428CAF1E9FF61FAC1D7F1B28B612C23394A4FABE654D85998F7B73436A3C3AC7
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-03-29T23:00:00.000Z,53.503467,-49.44302,35.64312,2589.800359,81,22,305,FF277B7AA053F39FE6494FAC5148615782412D3C7FFCF27A86A8066F9117EC4B
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-04-05T23:00:00.000Z,54.488639,-107.553728,-3.622069,2586.17829,79,15,348,8EA3E7F8CBEA8C76B8CBC6F3D0FA54946C34F0D55EA160CAFC00783E6972BF60
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-04-12T23:00:00.000Z,50.293563,-8.013634,149.833657,2736.011947,118,40,403,BFFBE757D2B37228F0489709B5552D48140DE9BDB059C0FAF7475F07384EEBA7
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-04-19T23:00:00.000Z,49.221075,0,57.234709,2793.246656,119,42,398,E778D812255E732ED1F5DCB848ACBD7541E476AE19803E74873F9B3DDCEC0A03
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-04-26T23:00:00.000Z,37.035355,0,37.035355,2830.282011,106,33,392,9D046C54076B6672250672831AA3A6F16589092CF77BC912C7B528E0802E7726
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-05-03T23:00:00.000Z,40.82291,-34.802803,6.020107,2836.302118,107,32,415,FF1B03B36506285BE9476A482A45273CDBEBAE683D04E1BA8DB7339437D91EED
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-05-10T23:00:00.000Z,46.622794,-49.221671,32.203926,2868.506044,105,36,369,4E10273B39CC1758E24410CB29CADA253A333104CB34228611CBB9C1D56679A1
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-05-17T23:00:00.000Z,51.953009,-57.086293,44.088387,2912.594431,106,28,447,DED995F794948662F0F8907DA4BFCDCCC1ACF5FB46D2E96638ECC408D3790B1D
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-05-24T23:00:00.000Z,38.684434,-6.677335,89.093392,3001.687823,109,32,405,736D3AB8133A0AA6C91A34933B8C48CEA5E5608C54FA1049E7514A8EC152A536
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-05-31T23:00:00.000Z,59.75902,-579.311431,-512.875076,2488.812747,104,25,603,01E8AA38900858F589F303139204BD297D8D661C7ACDB374BFE50A850C0C78F9
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-06-07T23:00:00.000Z,54.369782,-98.812719,534.868494,3023.681241,113,34,471,3BEAD2A3835A47822C8F141EF8DC8EE9501B71224B4C4B9FA2F734D7C70AC667
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-06-14T23:00:00.000Z,39.051173,0,137.863892,3161.545133,107,36,359,285B332E1563CD58C22331F72E428205D58AC50A00E2BE4A7ED3ED64D06BC127
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-06-21T23:00:00.000Z,44.509872,-12.182456,32.327416,3193.872549,103,36,357,6C631FE0D51B89CE8B5C6967953F5AF4EEC5E5A89FF2926DFA964F961F81FDC6
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-06-28T23:00:00.000Z,51.336542,-35.600083,27.918915,3221.791464,110,34,397,3C252C29E0251D2914AA4456CAE91EC0C89E0798F2712A291D1417E2763F654E
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-07-05T23:00:00.000Z,48.236628,-40.639384,43.197327,3264.988791,109,39,384,CF2E8EFEB5E598DC608952A6DCAA0575B46F4BA64B3A4D0E6919DC107B15D0B7
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-07-12T23:00:00.000Z,40.847061,-41.456219,40.030226,3305.019017,106,30,400,0EB09657FC96C80D532768A79E37BDE14FD64689D48CA51E01E31E20499BCD40
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-07-19T23:00:00.000Z,44.582708,-32.09868,53.940247,3358.959264,114,35,460,AED03968F4ABEE3DA8E40DB02A221614FA264B979C067DC00A0509AFE61182CD
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-07-26T23:00:00.000Z,46.673967,-50.630239,28.142408,3387.101672,109,40,395,308784A758204E2EBFEF70CF981FBF176EF4AC2DBE4F4EE66A935169B122D3CB
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-08-02T23:00:00.000Z,48.43285,-0.962548,98.100541,3485.202213,116,43,385,8D2E0F3C04F712F073D478012102425E0CE981502FD1170DA23C0E73B6CF0480
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-08-09T23:00:00.000Z,48.926764,-22.707354,27.181958,3512.384171,112,36,396,105E7D8589F9E8C6B6FAB013CFEC612F71A53B668EBA9AF1EF1CAC879D431B4F
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-08-16T23:00:00.000Z,46.361731,0,69.069085,3581.453256,117,43,398,C708EA68878C64C63B01D41F1CC960F2BF7FB7CBBEFD3790376FDEFF6F3A0B2C
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-08-23T23:00:00.000Z,51.828047,-135.559262,-83.731215,3497.722041,109,38,453,7BA1E212E9CF0E0D458B0C3506B0098E712FC7DFCBAB9366D5AB2BF29EE15C1F
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-08-30T23:00:00.000Z,49.388619,-14.516752,170.431129,3668.15317,117,40,401,45AE128CE2A448199530DFAF44022E71BAED00B4D415E4C5F432B02BA9D8B405
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-09-06T23:00:00.000Z,50.293748,-372.126074,-307.315574,3360.837596,109,29,511,F856B2D53CA6BCA939D1437DB2316E0A9551FDE3CABAC4881B08E8104C41DDE1
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-09-13T23:00:00.000Z,53.364439,-97.431787,328.058726,3688.896322,106,40,403,CD1A2E79836D5DFB8597D9623B95C9537FB12106386DA5F121BC290BA2225D3F
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-09-20T23:00:00.000Z,51.059355,-121.871066,26.620076,3715.516398,101,26,414,BF87AF15F3B973B8FD285EAC98CC74ED0E8501EB2F982782B227EE36510A6645
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-09-27T23:00:00.000Z,44.508813,-3.063721,163.316158,3878.832556,112,38,394,393876ED5E2F68F2441A732119543B6596F58986C53B60AEC6FB94FEEB1F9A4B
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-10-04T23:00:00.000Z,47.749888,-22.339537,28.474072,3907.306628,114,39,415,7905FFE1E33FA43FC775589FE877E01BEF0DD01C3C1DE2E4E875AB67A72FD811
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-10-11T23:00:00.000Z,50.078548,-37.532682,34.885403,3942.192031,114,34,415,E40531A891B0733459EE713430387001282ED72E39E3218C7FCA1E779DECA17E
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-10-18T23:00:00.000Z,42.846169,-4.653221,75.72563,4017.917661,119,37,469,966E95F734C127D19554271754D8B73EF5B3600C8D47F5E488C8EE39D6E77B98
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-10-25T23:00:00.000Z,52.259642,-56.546396,0.366467,4018.284128,110,38,417,F28C588EE73BD2D069FBE8366CAF9B364E383728EDE966DD639B92A446045863
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-11-02T00:00:00.000Z,41.481918,0,98.028314,4116.312442,117,35,449,3D36C6EBFC0096F4FF351ED0CEC432744A9493D4E5D7B68DF79A45544570DA11
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-11-09T00:00:00.000Z,47.646393,-40.447539,7.198854,4123.511296,108,30,461,67377C9F03B16D4A39FE1F7593ABC0ADC7C2E24EE9F6661A1D278710AC37A4D1
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-11-16T00:00:00.000Z,55.524894,-15.04703,80.925403,4204.436699,115,43,351,0E3F59143EC2BC92BD5345A5F66DED3ECC11745D79BAF0EE3B55D36E437FFAD9
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-11-23T00:00:00.000Z,49.120009,-10.888106,53.278933,4257.715632,116,39,406,71CE48CAF24CEDE50D987C38ADD3C279D6D9BE8077D264EB8CE10CAD3AE9AD54
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-11-30T00:00:00.000Z,45.653644,-22.14817,34.39358,4292.109212,113,40,399,60A46E4D3DCB4FD023A0C4F156D345C7395C4C242A7AF759461EE612600FD221
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-12-07T00:00:00.000Z,49.320663,-20.246832,51.222001,4343.331213,118,45,403,89515F85E408EF3418209EB5EEF5AF09B917628C322B919B99C0E2E5B4BEA248
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-12-14T00:00:00.000Z,54.593568,-14.333328,60.507072,4403.838285,123,50,406,A38BC5995346FA76F0AEDDD904F75872E13D06786FA55521BDD43FEA83C3583D
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-12-21T00:00:00.000Z,44.234287,0,58.567615,4462.4059,115,41,404,AEC9B7D9E423F77CA16581A54B23CF562DE35CF43FC4A8ED395607942A957394
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2020-12-28T00:00:00.000Z,58.940687,-33.376471,25.564216,4487.970116,118,41,408,4AEA1B1CC0864527016C2126ADFF34B99AD9C1F9EAB60562E7C2AF87E544445C
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-01-04T00:00:00.000Z,47.997631,-42.238461,39.135641,4527.105757,111,37,406,912E1B13EA7BCFF872C55468B30D3D9E36049469EB3B5F2DF3B48E851F89D594
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-01-11T00:00:00.000Z,46.812087,-10.518676,78.531872,4605.637629,112,40,376,3412F863E91D6252ED4075C7C1C323A599525C9825A158E81D41BEC8CDF01BB8
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-01-18T00:00:00.000Z,46.885548,-6.714283,50.689941,4656.32757,119,42,400,4156803AB284D7DF22B3B46E2CF718ACEE7AAE7DF6096BC619D51E5F7346AC9D
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-01-25T00:00:00.000Z,48.574215,-17.37754,37.910958,4694.238528,111,41,389,1EB21C5936CACCFD965C3F9871FF8204ED366F4415DA9C9B87C7EFA814B35FB1
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-02-01T00:00:00.000Z,50.242726,0,67.620266,4761.858794,114,43,353,BDD7D85DBA3907E697074D12ECBC037B6649355B6DD454DF5D596B320ACCD6BB
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-02-08T00:00:00.000Z,45.493839,-18.083557,27.410282,4789.269076,109,34,378,72F3B26CAE8AB4654CCCDD3548135D92B132F8E7C046835F4531BBA9AFFEE2EE
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-02-15T00:00:00.000Z,48.847098,-36.808682,30.121973,4819.391049,118,42,416,758FB997D3C35C8E1E8D377D4B36F9781BEF0AF19E95367DF07EFD85083B7CDC
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-02-22T00:00:00.000Z,51.340301,0,88.148983,4907.540032,119,45,422,2B93692D0FF33F052201B3732368E8689FD0F5177D2620A6625A0669A3D4747C
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-03-01T00:00:00.000Z,46.257176,-26.247251,20.009925,4927.549957,112,37,397,704ABDCED28124AE07EB180880D6C3A866B55DB8CDDC3A4938891587BF63D713
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-03-08T00:00:00.000Z,48.18976,-28.527529,45.909482,4973.459439,111,39,389,A60DF51E92EB31DA6E62F14F42047C833AAC5AEF7F860889973239DC4476F887
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-03-14T23:00:00.000Z,51.886345,0,80.413874,5053.873313,118,47,368,AE37EBB1F52209D339C67FC18A36CC8EFF4E17F772EC1C0F220DE9F2BDB3D70F
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-03-21T23:00:00.000Z,58.954814,-124.517588,-65.562774,4988.310539,115,28,513,932A2DECF6E80FC144DFD2AA44669C33D7BDCADB45A680D4A278B15ED283F6C1
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-03-28T23:00:00.000Z,49.824712,-22.75766,151.58464,5139.895179,115,41,365,4205ACE5DB257E7A76888DFCA05AA5A4A4D6F45F63F90AFE720DCA0E32125AE5
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-04-04T23:00:00.000Z,58.245166,-207.912767,-126.909941,5012.985238,112,32,507,ED78C990D7CF247F40988FFC4AB1ABBA96248ECA629960065C3C23250EF031F9
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-04-11T23:00:00.000Z,47.917204,-30.616672,225.213299,5238.198537,103,37,357,615C936D39E91370D91D1EA0AD88E9BA86FA07DD1E64E1EA237AD9A8843868C2
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-04-18T23:00:00.000Z,43.988645,0,74.605317,5312.803854,110,36,397,5111ADE06B4FCFDDF5A63518A856FE2EFADB9F668906DE6999D80B41E4A9CEB5
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-04-25T23:00:00.000Z,57.431322,-141.857457,-84.426135,5228.377719,109,33,434,76FEC14C5113798DA64445D730AB38FAC1EFB07FB3539747989E029580A89002
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-05-02T23:00:00.000Z,51.860332,-14.217384,179.500405,5407.878124,121,48,386,007178BEB0A68EA83C710DB7B6F7FFA98B3DE540110E2402140A1B3176ACC740
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-05-09T23:00:00.000Z,49.124133,-20.314167,43.02735,5450.905474,117,38,439,BDA49899C54A29E6F75FF07B2A83408F8DF26B46866909776AB2282FFD46576A
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-05-16T23:00:00.000Z,50.362991,-7.217154,63.460004,5514.365478,121,43,425,4915359FA4B961D4E36DC7A4651A7DB88C36A6B3E2DA1C818DE9953BA5923C59
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,2021-05-23T23:00:00.000Z,45.315863,-48.379936,4.153081,5518.518559,107,34,413,169D9E8ECD1C49DEBB1647212166B3FA0F6C658D7BB68D12F7404C5822EB8D97
