variant_id,activation_rule_id,cycle_id,pair,side,close_reason,start_timestamp_utc,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,cycle_spacing_adr,triangle_trigger_key,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|NZDCHF|SHORT|1,NZDCHF,SHORT,session_flatten,2022-01-10T18:04:00.000Z,2022-01-10T21:00:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,-0.642072,-2.523941,-0.12,0.002125,-2.641816,-0.724363,0.114996,0,,0.122222,0.238064,2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-10|SHORT|2022-01-10T16:43:00.000Z|2022-01-10T16:44:00.000Z,5D42BDDBBF03E131BC0711F7C02E389FC6B4940DBE2864C07FA1685AF07FE238
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|NZDCHF|LONG|2,NZDCHF,LONG,target,2022-01-14T14:51:00.000Z,2022-01-14T15:12:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.212436,0.844649,-0.06,-0.001337,0.783312,-0.008276,0.212436,0,1,0.014583,0.246336,2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-14|LONG|2022-01-14T14:37:00.000Z|2022-01-14T14:38:00.000Z,F3698BF55A8688961F11FE55DFCB583DC2A35562B321A61E5759E3FEF8110316
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|USDJPY|LONG|1,USDJPY,LONG,target,2022-01-14T01:36:00.000Z,2022-01-14T04:14:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,0.062402,0.272321,-0.12,-0.017576,0.134745,-0.736577,0.066206,0,1,0.109722,0.254997,2022-01-10T00:00:00.000Z|USDJPY|asia_london|2022-01-14|LONG|2022-01-14T01:19:00.000Z|2022-01-14T01:20:00.000Z,4FADF2AAD5F3712A714DFE4ED63DB378703EFE3967596957BDCF751F2C510921
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|USDJPY|LONG|2,USDJPY,LONG,target,2022-01-14T05:24:00.000Z,2022-01-14T06:02:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.231197,1.010814,-0.06,-0.00242,0.948394,0,0.231197,1,2,0.026389,0.254997,2022-01-10T00:00:00.000Z|USDJPY|asia_london|2022-01-14|LONG|2022-01-14T01:19:00.000Z|2022-01-14T01:20:00.000Z,D771274BB2810B2345CF6F87B6547B157B1605D57D9E962C01438808A106F0F6
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|USDJPY|LONG|3,USDJPY,LONG,target,2022-01-14T12:40:00.000Z,2022-01-14T14:26:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,0.201274,0.879664,-0.12,-0.010253,0.749411,-0.595022,0.257578,2,3,0.073611,0.254997,2022-01-10T00:00:00.000Z|USDJPY|asia_london|2022-01-14|LONG|2022-01-14T01:19:00.000Z|2022-01-14T01:20:00.000Z,2978FCEE8BB7CD6E7A9F7EB9E35F82BBF217CE44A48FB98DACB02889A423DF14
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|AUDUSD|LONG|3,AUDUSD,LONG,session_flatten,2022-01-14T15:59:00.000Z,2022-01-14T16:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.034923,0.2,-0.06,-0.000064,0.139936,-0.012224,0.047146,2,,0.000694,0.273538,2022-01-10T00:00:00.000Z|AUDUSD|ny|2022-01-14|LONG|2022-01-14T13:40:00.000Z|2022-01-14T13:41:00.000Z,257BC03B748783995C4DE04BC90F8F11E4E154AD75AABA183D30765C63127584
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|CADJPY|LONG|2,CADJPY,LONG,session_flatten,2022-01-14T15:53:00.000Z,2022-01-14T16:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.046261,0.316365,-0.06,-0.000446,0.255919,-0.028271,0.069392,1,,0.004861,0.220876,2022-01-10T00:00:00.000Z|CADJPY|ny|2022-01-14|LONG|2022-01-14T14:55:00.000Z|2022-01-14T14:56:00.000Z,AD399E405E5031C998288611BCA2EE38D33263A3FE9F9083C34DCD2C14AE4A69
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0,triangle_v0,RAW_GRID_T100_S020_GATE90_TRIANGLE_V0|NZDCHF|LONG|3,NZDCHF,LONG,session_flatten,2022-01-14T15:46:00.000Z,2022-01-14T16:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.011041,0.043864,-0.06,-0.000892,-0.017028,-0.052446,0.077289,1,,0.009722,0.246336,2022-01-10T00:00:00.000Z|NZDCHF|ny|2022-01-14|LONG|2022-01-14T14:37:00.000Z|2022-01-14T14:38:00.000Z,79D5F0AB644B94CE8CAA4885DC5D752677C619ABF5EF7ED657D2709606F4A8F8
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|1,AUDCAD,LONG,target,2022-01-10T14:33:00.000Z,2022-01-10T15:20:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.076019,0.346626,-0.06,-0.002993,0.283633,-0.110572,0.076019,0,1,0.032639,0.2,,FFBA4ED49C43B676143CB6E5FCA4B675150DB01988CB2BC76ED4920636CB9576
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|2,AUDCAD,LONG,target,2022-01-10T15:43:00.000Z,2022-01-10T16:02:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.186669,0.851668,-0.06,-0.00121,0.790458,-0.051853,0.186669,1,2,0.013194,0.2,,7FEF3927E37BBA54A4BE7BA070A895EA0221F17D3EF9BBBFB0C0CF3FCC66DEF9
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|3,AUDCAD,SHORT,session_flatten,2022-01-10T16:10:00.000Z,2022-01-10T21:00:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,-0.086394,-0.394482,-0.12,0.003306,-0.511177,-0.251967,0.224053,0,,0.201389,0.2,,BEFEC371D895C884EF44537F1AB08497987FD59FF6341747AED4E08E27BA6128
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|4,AUDCAD,SHORT,target,2022-01-10T23:05:00.000Z,2022-01-11T01:17:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.062065,0.284312,-0.06,0.000917,0.225228,-0.09827,0.062065,0,1,0.091667,0.2,,03403C199873A0930025B2C3D82365501485DD336EE51D49A646C12F16F892E3
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|5,AUDCAD,LONG,target,2022-01-11T02:02:00.000Z,2022-01-11T02:20:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.110448,0.505697,-0.06,-0.001146,0.444551,0,0.110448,2,3,0.0125,0.2,,2FBAD7BA7B67A06775001B782731F0F376B1D11CED41C48A5C842741E11DD0C3
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|6,AUDCAD,SHORT,target,2022-01-11T03:16:00.000Z,2022-01-11T04:08:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.1034,0.474274,-0.06,0.000361,0.414635,-0.017234,0.1034,1,2,0.036111,0.2,,6BEA2AF1E87BBBBC0414F93605391769490C090A34FD232C3266EACF6CAEA9E6
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|7,AUDCAD,LONG,target,2022-01-11T06:31:00.000Z,2022-01-11T08:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.072483,0.33211,-0.06,-0.005668,0.266443,-0.179482,0.072483,3,4,0.061806,0.2,,0F7408C787C4FE857F09FB8C000E86255E31F58D4C712DCD749EE2F8EFF37060
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|9,AUDCAD,SHORT,target,2022-01-11T16:17:00.000Z,2022-01-11T16:21:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.115834,0.531608,-0.06,0.000028,0.471635,0,0.115834,2,3,0.002778,0.2,,4EE85120BA2234F843F07CE43A3D69EA0623CAD7173402EF6E61889ECBD98CBD
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|8,AUDCAD,LONG,target,2022-01-11T08:24:00.000Z,2022-01-11T16:33:00.000Z,2022-01-10T00:00:00.000Z,3,2,0,0.014365,0.063459,-0.18,-0.061388,-0.177929,-0.87237,0.063871,4,5,0.339583,0.2,,7D78837169CD40036CA119ACF9E62F28F35A9B7B07BFAFC6BE578CB93A221DF4
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|10,AUDCAD,SHORT,target,2022-01-11T16:27:00.000Z,2022-01-11T17:19:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.131404,0.603503,-0.06,0.000361,0.543864,-0.046683,0.131404,3,4,0.036111,0.2,,58E68F892EDC0BB6CEAC0DCF8C38F96C663F1F63B83927B764FFDA5CDBE2DFD0
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|11,AUDCAD,LONG,target,2022-01-11T18:02:00.000Z,2022-01-11T18:22:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.093488,0.429013,-0.06,-0.001274,0.36774,-0.020774,0.093488,5,6,0.013889,0.2,,C809AD4B8FA55CE8A0071BDBEA223F36E73C7E14C83B96D333B2D466C71F8E2F
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|12,AUDCAD,SHORT,session_flatten,2022-01-11T19:20:00.000Z,2022-01-11T21:00:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.036311,0.16697,-0.06,0.000694,0.107665,-0.070892,0.084725,4,,0.069444,0.2,,90EE92D56E956DEBBCAC336B1B8872A1BA35C5BE13860AC48FF4A69FC3E2151D
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|13,AUDCAD,LONG,target,2022-01-12T01:18:00.000Z,2022-01-12T06:31:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.090028,0.414162,-0.06,-0.019932,0.33423,-0.10388,0.090028,6,7,0.217361,0.2,,84873CAE552A2EF875DB3C753DD7DEFEA9A8B88F69509C28DFB206347D547272
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|14,AUDCAD,LONG,target,2022-01-12T07:49:00.000Z,2022-01-12T12:19:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,0.074654,0.342531,-0.12,-0.029548,0.192984,-0.472901,0.074654,7,8,0.1875,0.2,,DD73DAB9BEADEA83DD659597CC4D25F73EEC0F2FB5BE0C622D17ED523286754E
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|15,AUDCAD,SHORT,target,2022-01-12T12:25:00.000Z,2022-01-12T12:37:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.109077,0.502184,-0.06,0.000083,0.442267,0,0.109077,4,5,0.008333,0.2,,62A728518C40D9A1CCFE223D202F9C81810B64EBA199305995903D0028994AF6
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|16,AUDCAD,LONG,target,2022-01-12T13:31:00.000Z,2022-01-12T13:33:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.166509,0.765944,-0.06,-0.000127,0.705816,0,0.166509,8,9,0.001389,0.2,,060A27605AF700AB427E81123E5128ED394B2D4B12FA27D6D5F318275C8E02FA
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|17,AUDCAD,SHORT,session_flatten,2022-01-12T13:36:00.000Z,2022-01-12T21:00:00.000Z,2022-01-10T00:00:00.000Z,5,4,0,-2.373767,-10.987095,-0.3,0.012083,-11.275012,-2.563607,0.186883,5,,0.308333,0.2,,D00CE4FEF6E60E9FE4E9AB37C7BEEFD425F7D4E04D1225157E1942488F233E6D
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|18,AUDCAD,SHORT,target,2022-01-12T23:12:00.000Z,2022-01-12T23:58:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.096404,0.447888,-0.06,0.000319,0.388208,-0.020657,0.096404,5,6,0.031944,0.2,,7BBB2017683CD996FD9CAF90BE0C68DB5CC3179726A5387A620E5D9BF383551A
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|19,AUDCAD,SHORT,target,2022-01-13T00:07:00.000Z,2022-01-13T00:20:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.098115,0.455736,-0.06,0.00009,0.395826,0,0.098115,6,7,0.009028,0.2,,7F9B133FCD2C348131E6B6109A698816B8E6B0985717CA9A96912F84C6D7B217
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|20,AUDCAD,LONG,target,2022-01-13T02:06:00.000Z,2022-01-13T02:19:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.110305,0.511804,-0.06,-0.000828,0.450976,-0.008618,0.110305,9,10,0.009028,0.2,,E3202AB11E209D13069F77FD2869636D9B055A52BEF39D61892D93701188A9C6
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|21,AUDCAD,SHORT,target,2022-01-13T07:35:00.000Z,2022-01-13T11:30:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,0.219959,1.025707,-0.12,0.002215,0.907922,-0.264927,0.219959,7,8,0.163194,0.2,,E1823EA55E69DDFD3CD36F82179B1BA6F42E96D065B9FBB63FA0A72D29E2AB98
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|22,AUDCAD,LONG,target,2022-01-13T12:02:00.000Z,2022-01-13T14:19:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.055097,0.256791,-0.06,-0.008724,0.188067,-0.137742,0.087811,10,11,0.095139,0.2,,21A3CFA75FFCB62F7479A3892F468CD4A0B9C2DA6E334EF3F95EFDC7C5C8644C
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|23,AUDCAD,LONG,target,2022-01-13T14:31:00.000Z,2022-01-13T15:09:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.118851,0.553143,-0.06,-0.00242,0.490723,-0.029282,0.118851,11,12,0.026389,0.2,,A21308D1B6EEE87BCB75F8B29098977DF2706A3D696EEF4AAE70BBBE9783DC57
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|24,AUDCAD,LONG,target,2022-01-13T15:17:00.000Z,2022-01-13T15:37:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.08957,0.416109,-0.06,-0.001274,0.354835,-0.06201,0.08957,12,13,0.013889,0.2,,2A26147CAED35F1A3BC818178F6B132DE5A53EDC34CFFB48DBEC9DEF32D40187
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|25,AUDCAD,LONG,target,2022-01-13T15:38:00.000Z,2022-01-13T15:54:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.113705,0.528263,-0.06,-0.001019,0.467244,-0.024119,0.113705,13,14,0.011111,0.2,,F10A44FC8B9F6C467739AB21AD51AF09B80B8C657551E250B426974F7D3D083A
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|SHORT|26,AUDCAD,SHORT,target,2022-01-13T16:01:00.000Z,2022-01-13T16:51:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.115268,0.536933,-0.06,0.000347,0.47728,-0.061935,0.115268,8,9,0.034722,0.2,,AAEB5586736148B8E3E6B1400DC9FBC71C468BB35F2FC038B795EBC43DD98A2B
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|27,AUDCAD,LONG,target,2022-01-13T17:24:00.000Z,2022-01-13T20:28:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.09992,0.463687,-0.06,-0.011717,0.39197,-0.03101,0.09992,14,15,0.127778,0.2,,564CA2525B6B6908707F32B83807593AE499DF917B762198A272FFC36A8FE9BE
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|28,AUDCAD,LONG,target,2022-01-14T01:16:00.000Z,2022-01-14T05:42:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.044797,0.208064,-0.06,-0.016939,0.131125,-0.13439,0.082702,15,16,0.184722,0.2,,BD4713B8AEF0D535ED554C7F6B989441453B0E8503D0222469D822F41B1228D9
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCAD|LONG|29,AUDCAD,LONG,target,2022-01-14T06:38:00.000Z,2022-01-14T08:08:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.093082,0.432113,-0.06,-0.005731,0.366382,-0.049987,0.093082,16,17,0.0625,0.2,,036FF00F9BEB1E1D50A6EA0DFBAC0D28B4613D78144F2D0076FDCD55049F7146
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCHF|SHORT|1,AUDCHF,SHORT,target,2022-01-10T09:34:00.000Z,2022-01-10T12:16:00.000Z,2022-01-10T00:00:00.000Z,2,1,0,0.203984,0.94341,-0.12,0.001944,0.825354,-0.443665,0.203984,0,1,0.1125,0.2,,F822C072E79463F0497EBFCAF9D4222DD2D754706921330DA7BF948E310BD900
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|AUDCHF|LONG|2,AUDCHF,LONG,target,2022-01-10T13:02:00.000Z,2022-01-10T13:23:00.000Z,2022-01-10T00:00:00.000Z,1,0,0,0.098653,0.455103,-0.06,-0.001337,0.393766,-0.002349,0.098653,0,1,0.014583,0.2,,386B8A7644AF8EAC0CEF14D4074948A10497905C5C6DAEAC714C7D6E8FDEDC23
